,IOC,Breeding Range,Order,Family,Chinese (Traditional)
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,歌鶉
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,彩鶉
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,眼斑彩鶉
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,茶臉鶉
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,坦尚尼亞林鷓鴣
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,烏黑林鷓鴣
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,鏽紅林鷓鴣
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,冕鷓鴣
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,黑鶉
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,環頸山鷓鴣
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,四川山鷓鴣
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,紅胸山鷓鴣
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,白額山鷓鴣〔白眉山鷓鴣〕
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,紅喉山鷓鴣
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,紅嘴山鷓鴣
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,暹羅山鷓鴣
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,栗頭山鷓鴣
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,海南山鷓鴣
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,深山竹雞 〔臺灣山鷓鴣〕
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,白頰山鷓鴣
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,斑背山鷓鴣
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,橙頸山鷓鴣
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,赤胸山鷓鴣
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,馬來山鷓鴣
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,勞氏山鷓鴣
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,蘇門答臘山鷓鴣
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,栗腹山鷓鴣
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,灰胸山鷓鴣〔白臉山鷓鴣〕
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,雪鶉
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,血雉
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,黑頭角雉
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,紅胸角雉
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,灰腹角雉
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,紅腹角雉
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,黃腹角雉
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,雉鶉
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,四川雉鶉
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,棕尾虹雉
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,白尾梢虹雉
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,綠尾虹雉
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,勺雞
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,吐綬雞
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,眼斑吐綬雞
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,花尾榛雞
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,斑尾榛雞
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,雷鳥〔柳雷鳥〕
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,岩雷鳥
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,鐮樹雞
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,松雞
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,黑嘴松雞
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,黑琴雞
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,高加索琴雞
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,長嘴山鶉
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,侯氏山鶉
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,高原山鶉
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,灰山鶉
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,斑翅山鶉
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,銅長尾雉
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,白冠長尾雉
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,帝雉〔黑長尾雉〕
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,白頸長尾雉
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,黑頸長尾雉
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,紅腹錦雞
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,白腹錦雞
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,環頸雉
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,綠雉
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,彩雉
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,藏馬雞
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,白馬雞
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,褐馬雞
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,藍馬雞
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,愛德華氏鷴
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,藍腹鷴
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,鱗背鷴
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,黑鷴
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,白鷴
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,棕尾火背鷴
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,泰國火背鷴
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,黑尾鷴
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,鳳冠火背鷴
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,鳳頭眼斑雉
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malayan Crested Argus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,大眼斑雉
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,剛果孔雀
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,藍孔雀
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,綠孔雀
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,鱗胸山鷓鴣
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,栗胸山鷓鴣
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,紅頭林鷓鴣
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,赤雞鶉
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,多彩雞鶉
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,斯里蘭卡雞鶉
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,巴拉旺孔雀雉
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,婆羅洲孔雀雉
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,鳳冠孔雀雉
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,眼斑孔雀雉
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,海南孔雀雉
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,灰孔雀雉
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,山孔雀雉
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,銅尾孔雀雉
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,棕胸竹雞
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,灰胸竹雞
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,竹雞〔臺灣竹雞〕
431,Gallus varius,OR,GALLIFORMES,Phasianidae,綠原雞
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,紅原雞
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,灰原雞
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,藍喉原雞
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,灰頭鷓鴣
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,鳳頭鷓鴣
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,灰鷓鴣
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,沼澤鷓鴣
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,中華鷓鴣
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,黑鷓鴣
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,花彩鷓鴣
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,栗頂鷓鴣
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,白喉鷓鴣
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,栗喉鷓鴣
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,環頸鷓鴣
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,紅翅鷓鴣
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,安哥拉鷓鴣
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,山區荒地鷓鴣
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,灰翅鷓鴣
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,橙河鷓鴣
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,謝利氏鷓鴣
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,藏雪雞
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,阿爾泰雪雞
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,高加索雪雞
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,裡海雪雞
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,暗腹雪雞
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,漠鶉
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,沙鶉
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,褐鶉
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,雪山鶉
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,藍胸鶉
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,藍鶉
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,馬達加斯加鶉
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,普通鵪鶉
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,日本鵪鶉〔東亞鵪鶉〕
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,丑鵪鶉
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,黑胸鵪鶉
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,澳洲鵪鶉
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,鬚石雞
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,阿拉伯石雞
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,紅腳石雞
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,石雞
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,歐石雞
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,菲爾比氏石雞
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,大石雞
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,叢林鶉
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,岩叢林鶉
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,紅嘴叢林鶉
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,阿薩姆叢林鶉
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,哈勞氏鷓鴣
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,喀麥隆鷓鴣
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,艷麗鷓鴣
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,紅頸鷓鴣
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,棕頂鷓鴣
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,淡腹鷓鴣
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,斯維氏鷓鴣
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,褐頂鷓鴣
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,灰紋鷓鴣
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,肯亞鷓鴣
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,紅嘴鷓鴣
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,南非鷓鴣
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,納塔爾鷓鴣
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,希德氏鷓鴣
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,雙距鷓鴣
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,鱗斑鷓鴣
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,黃嘴鷓鴣
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,紅眶鷓鴣
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,哈伍德氏鷓鴣
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,史文森氏鷓鴣
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,黃喉鷓鴣
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,灰胸鷓鴣〔棕彩鷓鴣〕
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,紅喉鷓鴣
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,斑紋毛腿夜鷹
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,白喉毛腿夜鷹
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,所羅門毛腿夜鷹
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,新喀里多尼亞毛腿夜鷹
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,猛毛腿夜鷹
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,巴布亞毛腿夜鷹
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,山毛腿夜鷹
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,馬來毛腿夜鷹
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,毛腿夜鷹
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,領夜鷹
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,納康達夜鷹
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,姬夜鷹
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,沙夜鷹
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,小美洲夜鷹
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,美洲夜鷹
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,半領夜鷹
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,褐腹夜鷹
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,斑尾夜鷹
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,巴伊亞夜鷹
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,淡黑夜鷹
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,侏夜鷹
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,帕拉夜鷹
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,灌叢夜鷹
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,聖塔馬塔小夜鷹
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,小夜鷹
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,委內瑞拉夜鷹
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,開雲夜鷹
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,鐮翅夜鷹
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,白翅夜鷹
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,帶翅夜鷹
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,小帶翅夜鷹
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,燕尾夜鷹
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,琴尾夜鷹
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,白尾夜鷹
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,點尾夜鷹
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,梯尾夜鷹
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,剪尾夜鷹
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,長曳夜鷹
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,喬科夜鷹
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,角夜鷹
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,猶加敦角夜鷹
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,眼斑夜鷹
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,弱夜鷹
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,棕夜鷹
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,棕領夜鷹
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,猶加敦夜鷹
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,絲尾夜鷹
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,黃領夜鷹
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,美洲烏夜鷹
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,褐夜鷹
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,紅頸夜鷹
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,普通夜鷹
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,灰夜鷹
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,帛琉夜鷹
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,歐夜鷹
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,烏夜鷹
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,棕頰夜鷹
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,埃及夜鷹
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,塞克氏夜鷹
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,努比亞夜鷹
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,金夜鷹
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,則東氏夜鷹
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,長尾夜鷹
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,米氏夜鷹
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,安達曼夜鷹
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,菲律賓夜 鷹
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,蘇拉威西夜鷹
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,史密斯氏夜鷹
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,南非夜鷹
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,灰頭山夜鷹
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,印度夜鷹
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,馬達加斯加夜鷹
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,非洲白尾夜鷹
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,奈吉沙夜鷹
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,平原夜鷹
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,星點夜鷹
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,南亞夜鷹〔林夜鷹〕
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,雀斑夜鷹
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,白喉夜鷹
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,薩瓦氏夜鷹
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,伊頓波威夜鷹
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,貝慈氏夜鷹
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,非洲長尾夜鷹
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,細尾夜鷹
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,方尾夜鷹
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,纓翅夜鷹
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,翎翅夜鷹
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,油鴟
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,棕林鴟
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,大林鴟
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,長尾林鴟
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,北方林鴟
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,灰林鴟
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,安地斯林鴟
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,白翅林鴟
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,雲斑蟆口鴟
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,巴布亞蟆口鴟
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,茶色蟆口鴟
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,所羅門蟆口鴟
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,大蟆口鴟
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,栗頰蟆口鴟
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,菲律賓蟆口鴟
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,鱗腹蟆口鴟
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,領蟆口鴟
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,黑頂蟆口鴟
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,短尾蟆口鴟
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,婆羅洲蟆口鴟
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,爪哇蟆口鴟
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,布萊氏蟆口鴟
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,巴拉旺蟆口鴟
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,巽他蟆口鴟〔栗頰蟆口鴟〕
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,大裸鼻鴟
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,亮麗裸鼻鴟
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,摩鹿加裸鼻鴟
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,白斑裸鼻鴟
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,山裸鼻鴟
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,新喀里多尼亞裸鼻鴟1880滅絕?
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,橫斑裸鼻鴟
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,佛格寇普裸鼻鴟
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,澳洲裸鼻鴟
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,鳳頭雨燕
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,灰腰鳳頭雨燕
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,小鳳頭雨燕
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,鬚鳳頭雨燕
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,點額黑雨燕
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,白頦黑雨燕
