,IOC,Breeding Range,Order,Family,Japanese
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,アシナガコリン
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,ウズンガモリテッケイ
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubeho Forest Partridge
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,アカチャシャコ
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,カンムリシャコ
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,クマシャコ
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,チャガシラミヤマテッケイ
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,シセンミヤマテッケイ
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,ムネアカミヤマテッケイ
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,フッケンミヤマテッケイ
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,ノドアカミヤマテッケイ
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,アカハシミヤマテッケイ
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,タイミヤマテッケイ
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,カンボジアミヤマテッケイ
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,ハイナンミヤマテッケイ
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,ミヤマテッケイ
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,ノドグロミヤマテッケイ
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,チャムネミヤマテッケイ
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,サイゴンミヤマテッケイ
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,ボルネオミヤマテッケイ
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,マレーシアミヤマテッケイ
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,キタスマトラヤマテッケイ
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,スマトラミヤマテッケイ
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,ジャワミヤマテッケイ
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,ハイムネミヤマテッケイ
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,ユキシャコ
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,ベニキジ
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,ハイイロジュケイ
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,ヒオドシジュケイ
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,ミヤマジュケイ
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,ベニジュケイ
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,ジュケイ
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,キジシャコ
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,チベットキジシャコ
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,ニジキジ
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,オジロニジキジ
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,カラニジキジ
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,ミノキジ
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,シチメンチョウ
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,ヒョウモンシチメンチョウ
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,エゾライチョウ
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,ミヤマエゾライチョウ
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,カラフトライチョウ
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,ライチョウ
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,カマバネライチョウ
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,ヨーロッパオオライチョウ
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,オオライチョウ
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,クロライチョウ
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,コーカサスクロライチョウ
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,ハシナガシャコ
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,サラワクハシナガシャコ
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,チベットヤマウズラ
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,ヨーロッパヤマウズラ
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,ヤマウズラ
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,ヤマドリ
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,オナガキジ
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,ミカドキジ
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,カラヤマドリ
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,ビルマカラヤマドリ
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,キンケイ
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,ギンケイ
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,コウライキジ
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,キジ
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,カンムリキジ
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,チベットシロミミキジ
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,シロミミキジ
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,ミミキジ
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,アオミミキジ
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,コサンケイ
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,サンケイ
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,オジロウチワキジ
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,ミヤマハッカン
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,ハッカン
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,ウチワキジ
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,シマハッカン
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,クロウチワキジ
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,コシアカキジ
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,ベトナムカンムリセイラン
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,マラヤカンムリセイラン
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,セイラン
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,コンゴクジャク
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,インドクジャク
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,マクジャク
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,アオアシミヤマテッケイ
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,クリチャミヤマテッケイ
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,アカガシラシャコ
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,アカケズメシャコ
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,クロアシケズメシャコ
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,セイロンケズメシャコ
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,パラワンコクジャク
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,ボルネオエボシコクジャク
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,マレーエボシコクジャク
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,カッショクコクジャク
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,ハイナンコクジャク
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,コクジャク
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,アカコクジャク
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,アオオビコクジャク
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,ウンナンコジュケイ
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,コジュケイ
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,テッケイ
431,Gallus varius,OR,GALLIFORMES,Phasianidae,アオエリヤケイ
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,セキショクヤケイ
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,ハイイロヤケイ
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,セイロンヤケイ
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,モリシャコ
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,カミナガシャコ
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,シマシャコ
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,ヌマシャコ
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,コモンシャコ
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,ムナグロシャコ
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,シロタマシャコ
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,コクイシャコ
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,ノドジロシャコ
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,ボンゴシャコ
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,クビワシャコ
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,アカハネシャコ
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,チャバネシャコ
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,コウゲンシャコ
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,ハイバネシャコ
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,ニセアカハネシャコ
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,フタスジシャコ
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,チベットセッケイ
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,アルタイセッケイ
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,コーカサスセッケイ
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,カスピアセッケイ
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,ヒマラヤセッケイ
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,ヒメイワシャコ
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,スナシャコ
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,ヌマウズラ
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,ユキヤマウズラ
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,ヒメウズラ
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,アオヒメウズラ
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,マダガスカルシャコ
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,ヨーロッパウズラ
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,ウズラ
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,ヤクシャウズラ
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,ムナグロウズラ
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,オーストラリアウズラ
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,チャエリイワシャコ
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,アラビアイワシャコ
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,アカアシイワシャコ
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,イワシャコ
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,ハイイロイワシャコ
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,ノドグロイワシャコ
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,オオイワシャコ
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,ヤブウズラ
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,イワヤブウズラ
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,サイシキヤブウズラ
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,チャノドヤブウズラ
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,マダラシャコ
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,カメルーンヤマシャコ
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,ウツクシシャコ
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,チャエリシャコ
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,クロガオシャコ
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,ソマリアシャコ
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,クロクビワシャコ
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,チャミミシャコ
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,アンゴラシャコ
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,シロスジシャコ
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,サザナミシャコ
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,ケープキジシャコ
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,ナタールキジシャコ
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,メスアカシャコ
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,フタツケズメシャコ
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,ウロコシャコ
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,キバシシャコ
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,ヒゲシャコ
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,エチオピアシャコ
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,クロアシアカノドシャコ
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,ハゲノドシャコ
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,タンザニアアカノドシャコ
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,アカノドシャコ
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,ヒゲナシヨタカ
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,オオヒゲナシヨタカ
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,ソロモンヨタカ
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,ニューカレドニアヨタカ
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,セレベスヒゲナシヨタカ
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,パプアヒゲナシヨタカ
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,ミヤマヒゲナシヨタカ
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,ミミヨタカ
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,オオミミヨタカ
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,キエリヨタカ
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,シロハラヨタカ
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,コビトアメリカヨタカ
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,スナイロアメリカヨタカ
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,コアメリカヨタカ
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,アメリカヨタカ
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,タンビヨタカ
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,チャバラヨタカ
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,オビオヨタカ
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,カーティンガアメリカヨタカ
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,クロヨタカ
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,コビトヨタカ
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,オオヨタカ
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,ヤブヨタカ
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,トッドヨタカ
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,コヨタカ
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,ロライマヨタカ
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,ギアナヨタカ
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,カマバネヨタカ
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,ハジロヨタカ
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,ハシナガヨタカ
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,チューディヨタカ
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,ツバメヨタカ
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,タテゴトヨタカ
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,オジロヨタカ
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,マダラオヨタカ
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,マタオヨタカ
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,ハサミヨタカ
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,ナンベイオナガヨタカ
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,チョコプアーウィルヨタカ
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,メキシコミミヨタカ
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,ユカタンヨタカ
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,コモンヨタカ
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,プアーウィルヨタカ
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,アカヨタカ
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,メキシコヨタカ
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,ユカタンウィルヨタカ
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,マルオヨタカ
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,クビワヨタカ
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,ウスグロヨタカ
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,チャイロヨタカ
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,アカエリヨタカ
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,ジャングルヨタカ
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,ヨタカ
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,パラオヨタカ
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,ヨーロッパヨタカ
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,ハイイロヨタカ
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,ホオアカヨタカ
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,エジプトヨタカ
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,ウスイロヨタカ
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,サバクヨタカ
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,キンイロヨタカ
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,インドオビロヨタカ
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,オビロヨタカ
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,スンバヨタカ
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,アンダマンヨタカ
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,フィリピンオビロヨタカ
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,スラウェシヨタカ
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,ヒメヨタカ
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,チャエリヨタカ
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,アビシニアヨタカ
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,インドヨタカ
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,マダガスカルヨタカ
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,ナタールヨタカ
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,エチオピアヨタカ
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,ムジヨタカ
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,ホシヨタカ
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,シロアゴヨタカ
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,ゴマフヨタカ
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,ノドジロヨタカ
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,ジャワヨタカ
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,プリゴジンヨタカ
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,オニヨタカ
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,オナガヨタカ
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,ホソオヨタカ
