,IOC,Breeding Range,Order,Family,Catalan
7265,Abroscopus superciliaris,OR,PASSERIFORMES,Cettiidae,mosquiter cellut
7266,Abroscopus albogularis,OR,PASSERIFORMES,Cettiidae,mosquiter golanegre
7267,Abroscopus schisticeps,OR,PASSERIFORMES,Cettiidae,mosquiter emmascarat
7268,Phyllergates cucullatus,"OR, AU",PASSERIFORMES,Cettiidae,ocell sastre de muntanya
7269,Phyllergates heterolaemus,OR,PASSERIFORMES,Cettiidae,ocell sastre capbrú
7270,Tickellia hodgsoni,OR,PASSERIFORMES,Cettiidae,mosquiter de Hodgson
7271,Horornis seebohmi,OR,PASSERIFORMES,Cettiidae,rossinyol bord de les Filipines
7272,Horornis diphone,PAL,PASSERIFORMES,Cettiidae,Japanese Bush Warbler
7273,Horornis canturians,PAL,PASSERIFORMES,Cettiidae,Manchurian Bush Warbler
7274,Horornis annae,AU,PASSERIFORMES,Cettiidae,rossinyol bord de les illes Palau
7275,Horornis carolinae,AU,PASSERIFORMES,Cettiidae,rossinyol bord de les illes Tanimbar
7276,Horornis parens,AU,PASSERIFORMES,Cettiidae,rossinyol bord l'illa Makira
7277,Horornis haddeni,AU,PASSERIFORMES,Cettiidae,rossinyol bord de l'illa Bougainville
7278,Horornis ruficapilla,PO,PASSERIFORMES,Cettiidae,rossinyol bord de les Fiji
7279,Horornis fortipes,OR,PASSERIFORMES,Cettiidae,rossinyol bord de muntanya
7280,Horornis brunnescens,OR,PASSERIFORMES,Cettiidae,Hume's Bush Warbler
7281,Horornis acanthizoides,OR,PASSERIFORMES,Cettiidae,Yellow-bellied Bush Warbler
7282,Horornis flavolivaceus,OR,PASSERIFORMES,Cettiidae,rossinyol bord daurat
7283,Tesia cyaniventer,OR,PASSERIFORMES,Cettiidae,tèsia grisa
7284,Tesia olivea,OR,PASSERIFORMES,Cettiidae,tèsia fumada
7285,Tesia everetti,AU,PASSERIFORMES,Cettiidae,tèsia d'Everett
7286,Tesia superciliaris,OR,PASSERIFORMES,Cettiidae,tèsia de Java
7287,Cettia cetti,PAL,PASSERIFORMES,Cettiidae,rossinyol bord comú
7288,Cettia major,OR,PASSERIFORMES,Cettiidae,rossinyol bord gros
7289,Cettia brunnifrons,OR,PASSERIFORMES,Cettiidae,rossinyol bord de casquet
7290,Cettia castaneocoronata,OR,PASSERIFORMES,Cettiidae,tèsia capbruna
7291,Urosphena squameiceps,PAL,PASSERIFORMES,Cettiidae,tèsia asiàtica
7292,Urosphena whiteheadi,OR,PASSERIFORMES,Cettiidae,tèsia de Borneo
7293,Urosphena subulata,AU,PASSERIFORMES,Cettiidae,tèsia de Timor
7294,Hemitesia pallidipes,OR,PASSERIFORMES,Cettiidae,rossinyol bord de potes clares
7295,Hemitesia neumanni,AF,PASSERIFORMES,Cettiidae,tèsia de Neumann
7296,Scotocerca inquieta,PAL,PASSERIFORMES,Scotocercidae,prínia del desert
7297,Erythrocercus holochlorus,AF,PASSERIFORMES,Erythrocercidae,monarca groc
7298,Erythrocercus mccallii,AF,PASSERIFORMES,Erythrocercidae,monarca cua-rogenc
7299,Erythrocercus livingstonei,AF,PASSERIFORMES,Erythrocercidae,monarca de Livingstone
7300,Hylia prasina,AF,PASSERIFORMES,Hyliidae,hília
7301,Pholidornis rushiae,AF,PASSERIFORMES,Hyliidae,teixidor estriat
7302,Leptopoecile sophiae,PAL,PASSERIFORMES,Aegithalidae,mallerenga cuallarga violàcia
7303,Leptopoecile elegans,PAL,PASSERIFORMES,Aegithalidae,mallerenga cuallarga mitrada
7304,Psaltriparus minimus,"NA, MA",PASSERIFORMES,Aegithalidae,mallerenga cuallarga americana
7305,Aegithalos caudatus,PAL,PASSERIFORMES,Aegithalidae,mallerenga cuallarga eurasiàtica
7306,Aegithalos glaucogularis,PAL,PASSERIFORMES,Aegithalidae,mallerenga cuallarga de casquet
7307,Aegithalos leucogenys,PAL,PASSERIFORMES,Aegithalidae,mallerenga cuallarga galtablanca
7308,Aegithalos concinnus,OR,PASSERIFORMES,Aegithalidae,mallerenga cuallarga golanegra
7309,Aegithalos niveogularis,OR,PASSERIFORMES,Aegithalidae,mallerenga cuallarga gorjablanca
7310,Aegithalos iouschistos,OR,PASSERIFORMES,Aegithalidae,mallerenga cuallarga rogenca
7311,Aegithalos bonvaloti,OR,PASSERIFORMES,Aegithalidae,mallerenga cuallarga cellanerga
7312,Aegithalos sharpei,OR,PASSERIFORMES,Aegithalidae,mallerenga cuallarga de Birmània
7313,Aegithalos fuliginosus,PAL,PASSERIFORMES,Aegithalidae,mallerenga cuallarga fuliginosa
7314,Aegithalos exilis,OR,PASSERIFORMES,Aegithalidae,mallerenga cuallarga pigmea
7315,Phylloscopus sibilatrix,PAL,PASSERIFORMES,Phylloscopidae,mosquiter xiulaire
7316,Phylloscopus bonelli,PAL,PASSERIFORMES,Phylloscopidae,mosquiter pàl·lid
7317,Phylloscopus orientalis,PAL,PASSERIFORMES,Phylloscopidae,mosquiter oriental
7318,Phylloscopus pulcher,OR,PASSERIFORMES,Phylloscopidae,mosquiter elegant
7319,Phylloscopus maculipennis,OR,PASSERIFORMES,Phylloscopidae,mosquiter golagris
7320,Phylloscopus humei,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de Hume
7321,Phylloscopus inornatus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de doble ratlla
7322,Phylloscopus subviridis,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de Brooks
7323,Phylloscopus yunnanensis,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de Sichuan
7324,Phylloscopus chloronotus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de dors clar
7325,Phylloscopus forresti,OR,PASSERIFORMES,Phylloscopidae,Sichuan Leaf Warbler
7326,Phylloscopus kansuensis,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de Gansu
7327,Phylloscopus proregulus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter reietó
7328,Phylloscopus tytleri,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de Tytler
7329,Phylloscopus armandii,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de David
7330,Phylloscopus schwarzi,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de Schwarz
7331,Phylloscopus griseolus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter del Pamir
7332,Phylloscopus affinis,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de Tickell
7333,Phylloscopus fuligiventer,PAL,PASSERIFORMES,Phylloscopidae,mosquiter fumat
7334,Phylloscopus fuscatus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter fosc
7335,Phylloscopus neglectus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter senzill
7336,Phylloscopus subaffinis,OR,PASSERIFORMES,Phylloscopidae,mosquiter de la Xina
7337,Phylloscopus trochilus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de passa
7338,Phylloscopus sindianus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter muntanyenc
7339,Phylloscopus canariensis,AF,PASSERIFORMES,Phylloscopidae,mosquiter de les Canàries
7340,Phylloscopus collybita,PAL,PASSERIFORMES,Phylloscopidae,mosquiter comú
7341,Phylloscopus ibericus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter ibèric
7342,Phylloscopus coronatus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter coronat
7343,Phylloscopus ijimae,PAL,PASSERIFORMES,Phylloscopidae,mosquiter d'Ijima
7344,Phylloscopus olivaceus,OR,PASSERIFORMES,Phylloscopidae,mosquiter de Mindanao
7345,Phylloscopus cebuensis,OR,PASSERIFORMES,Phylloscopidae,mosquiter de Luzon
7346,Phylloscopus ruficapilla,AF,PASSERIFORMES,Phylloscopidae,mosquiter golagroc
7347,Phylloscopus umbrovirens,AF,PASSERIFORMES,Phylloscopidae,mosquiter bru
7348,Phylloscopus laetus,AF,PASSERIFORMES,Phylloscopidae,mosquiter cara-roig
7349,Phylloscopus laurae,AF,PASSERIFORMES,Phylloscopidae,mosquiter de Laura
7350,Phylloscopus herberti,AF,PASSERIFORMES,Phylloscopidae,mosquiter de casquet
7351,Phylloscopus budongoensis,AF,PASSERIFORMES,Phylloscopidae,mosquiter d'Uganda
7352,Phylloscopus intermedius,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres familiar
7353,Phylloscopus poliogenys,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres capgrís
7354,Phylloscopus burkii,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres de Burke
7355,Phylloscopus tephrocephalus,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres piliat
7356,Phylloscopus whistleri,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres de Whistler
7357,Phylloscopus valentini,PAL,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres de Bianchi
7358,Phylloscopus soror,PAL,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres soror
7359,Phylloscopus omeiensis,PAL,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres de Martens
7360,Phylloscopus nitidus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter del Caucas
7361,Phylloscopus plumbeitarsus,PAL,PASSERIFORMES,Phylloscopidae,mosquiter siberià
7362,Phylloscopus trochiloides,PAL,PASSERIFORMES,Phylloscopidae,mosquiter verdós
7363,Phylloscopus emeiensis,OR,PASSERIFORMES,Phylloscopidae,mosquiter del mont Emei
7364,Phylloscopus magnirostris,OR,PASSERIFORMES,Phylloscopidae,mosquiter becut
7365,Phylloscopus borealoides,PAL,PASSERIFORMES,Phylloscopidae,mosquiter del Japó
7366,Phylloscopus tenellipes,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de potes clares
7367,Phylloscopus xanthodryas,PAL,PASSERIFORMES,Phylloscopidae,Japanese Leaf Warbler
7368,Phylloscopus examinandus,PAL,PASSERIFORMES,Phylloscopidae,Kamchatka Leaf Warbler
7369,Phylloscopus borealis,"PAL, NA",PASSERIFORMES,Phylloscopidae,mosquiter boreal
7370,Phylloscopus castaniceps,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres de coroneta bruna
7371,Phylloscopus grammiceps,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres cap-rogenc
7372,Phylloscopus montis,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres pit-groc
7373,Phylloscopus calciatilis,OR,PASSERIFORMES,Phylloscopidae,Limestone Leaf Warbler
7374,Phylloscopus ricketti,OR,PASSERIFORMES,Phylloscopidae,mosquiter de Rickett
7375,Phylloscopus cantator,OR,PASSERIFORMES,Phylloscopidae,mosquiter cantaire
7376,Phylloscopus occipitalis,PAL,PASSERIFORMES,Phylloscopidae,mosquiter de clatell gris
7377,Phylloscopus reguloides,OR,PASSERIFORMES,Phylloscopidae,mosquiter de Blyth
7378,Phylloscopus claudiae,OR,PASSERIFORMES,Phylloscopidae,Claudia's Leaf Warbler
7379,Phylloscopus goodsoni,OR,PASSERIFORMES,Phylloscopidae,Hartert's Leaf Warbler
7380,Phylloscopus ogilviegranti,OR,PASSERIFORMES,Phylloscopidae,Kloss's Leaf Warbler
7381,Phylloscopus hainanus,OR,PASSERIFORMES,Phylloscopidae,mosquiter de Hainan
7382,Phylloscopus intensior,OR,PASSERIFORMES,Phylloscopidae,mosquiter de Davison
7383,Phylloscopus xanthoschistos,OR,PASSERIFORMES,Phylloscopidae,mosquiter d'ulleres de coroneta grisa
7384,Phylloscopus trivirgatus,OR,PASSERIFORMES,Phylloscopidae,mosquiter de tres bandes
7385,Phylloscopus nigrorum,OR,PASSERIFORMES,Phylloscopidae,Negros Leaf Warbler
7386,Phylloscopus floresianus,AU,PASSERIFORMES,Phylloscopidae,Flores Leaf Warbler
7387,Phylloscopus presbytes,AU,PASSERIFORMES,Phylloscopidae,mosquiter de Timor
7388,Phylloscopus rotiensis,AU,PASSERIFORMES,Phylloscopidae,Rote Leaf Warbler
7389,Phylloscopus makirensis,AU,PASSERIFORMES,Phylloscopidae,mosquiter de l'illa Makira
7390,Phylloscopus nesophilus,AU,PASSERIFORMES,Phylloscopidae,Sulawesi Leaf Warbler
7391,Phylloscopus sarasinorum,AU,PASSERIFORMES,Phylloscopidae,mosquiter de Sulawesi
7392,Phylloscopus amoenus,AU,PASSERIFORMES,Phylloscopidae,mosquiter de l'illa Kolombangara
7393,Phylloscopus poliocephalus,AU,PASSERIFORMES,Phylloscopidae,mosquiter insular
7394,Phylloscopus maforensis,AU,PASSERIFORMES,Phylloscopidae,Numfor Leaf Warbler
7395,Phylloscopus misoriensis,AU,PASSERIFORMES,Phylloscopidae,Biak Leaf Warbler
7396,Graueria vittata,AF,PASSERIFORMES,Acrocephalidae,mosquiter de Grauer
7397,Nesillas typica,AF,PASSERIFORMES,Acrocephalidae,matoller de Madagascar
7398,Nesillas lantzii,AF,PASSERIFORMES,Acrocephalidae,matoller de Lantz
7399,Nesillas longicaudata,AF,PASSERIFORMES,Acrocephalidae,Anjouan Brush Warbler
7400,Nesillas brevicaudata,AF,PASSERIFORMES,Acrocephalidae,matoller de l'illa Grande Comore
7401,Nesillas mariae,AF,PASSERIFORMES,Acrocephalidae,matoller de Mohéli
7402,Acrocephalus griseldis,PAL,PASSERIFORMES,Acrocephalidae,boscarla de Basora
7403,Acrocephalus brevipennis,AF,PASSERIFORMES,Acrocephalidae,boscarla de Cap Verd
7404,Acrocephalus rufescens,AF,PASSERIFORMES,Acrocephalidae,boscarla bruna
7405,Acrocephalus gracilirostris,AF,PASSERIFORMES,Acrocephalidae,boscarla becfina
7406,Acrocephalus newtoni,AF,PASSERIFORMES,Acrocephalidae,boscarla de Madagascar
7407,Acrocephalus sechellensis,IO,PASSERIFORMES,Acrocephalidae,boscarla de les Seychelles
7408,Acrocephalus rodericanus,IO,PASSERIFORMES,Acrocephalidae,boscarla de l'illa Rodrigues
7409,Acrocephalus arundinaceus,PAL,PASSERIFORMES,Acrocephalidae,balquer
7410,Acrocephalus orientalis,PAL,PASSERIFORMES,Acrocephalidae,boscarla oriental
7411,Acrocephalus stentoreus,"PAL, OR",PASSERIFORMES,Acrocephalidae,boscarla cridanera
7412,Acrocephalus australis,AU,PASSERIFORMES,Acrocephalidae,boscarla d'Austràlia
7413,Acrocephalus familiaris,PO,PASSERIFORMES,Acrocephalidae,boscarla de l'illa Nihoa
7414,Acrocephalus hiwae,PO,PASSERIFORMES,Acrocephalidae,Saipan Reed Warbler
7415,Acrocephalus rehsei,PO,PASSERIFORMES,Acrocephalidae,boscarla de l'illa Nauru
7416,Acrocephalus syrinx,PO,PASSERIFORMES,Acrocephalidae,boscarla de les illes Carolines
7417,Acrocephalus aequinoctialis,PO,PASSERIFORMES,Acrocephalidae,boscarla de les illes de la Línia
7418,Acrocephalus percernis,PO,PASSERIFORMES,Acrocephalidae,Northern Marquesan Reed Warbler
7419,Acrocephalus caffer,PO,PASSERIFORMES,Acrocephalidae,boscarla de Tahiti
7420,Acrocephalus mendanae,PO,PASSERIFORMES,Acrocephalidae,boscarla de les illes Marqueses
7421,Acrocephalus atyphus,PO,PASSERIFORMES,Acrocephalidae,boscarla de les illes Tuamotu
7422,Acrocephalus kerearako,PO,PASSERIFORMES,Acrocephalidae,boscarla de les illes Cook
7423,Acrocephalus rimitarae,PO,PASSERIFORMES,Acrocephalidae,boscarla de l'illa Rimatara
7424,Acrocephalus taiti,PO,PASSERIFORMES,Acrocephalidae,boscarla de l'illa Henderson
7425,Acrocephalus vaughani,PO,PASSERIFORMES,Acrocephalidae,boscarla de l'illa Pitcairn
7426,Acrocephalus bistrigiceps,PAL,PASSERIFORMES,Acrocephalidae,boscarla cellanegra
7427,Acrocephalus melanopogon,PAL,PASSERIFORMES,Acrocephalidae,boscarla mostatxuda
7428,Acrocephalus paludicola,PAL,PASSERIFORMES,Acrocephalidae,boscarla d'aigua
7429,Acrocephalus schoenobaenus,PAL,PASSERIFORMES,Acrocephalidae,boscarla dels joncs
7430,Acrocephalus sorghophilus,PAL,PASSERIFORMES,Acrocephalidae,boscarla estriada
7431,Acrocephalus concinens,PAL,PASSERIFORMES,Acrocephalidae,boscarla de Swinhoe
7432,Acrocephalus tangorum,PAL,PASSERIFORMES,Acrocephalidae,boscarla de Manxúria
7433,Acrocephalus orinus,OR,PASSERIFORMES,Acrocephalidae,boscarla becuda
7434,Acrocephalus agricola,PAL,PASSERIFORMES,Acrocephalidae,boscarla dels arrossars
7435,Acrocephalus dumetorum,PAL,PASSERIFORMES,Acrocephalidae,boscarla dels matolls
7436,Acrocephalus scirpaceus,"PAL, AF",PASSERIFORMES,Acrocephalidae,boscarla de canyar
7437,Acrocephalus palustris,PAL,PASSERIFORMES,Acrocephalidae,boscarla menjamosquits
7438,Arundinax aedon,PAL,PASSERIFORMES,Acrocephalidae,boscarla de bec gros
7439,Iduna natalensis,AF,PASSERIFORMES,Acrocephalidae,busqueta groga africana
7440,Iduna similis,AF,PASSERIFORMES,Acrocephalidae,busqueta groga de muntanya
7441,Iduna caligata,PAL,PASSERIFORMES,Acrocephalidae,busqueta asiàtica
7442,Iduna rama,PAL,PASSERIFORMES,Acrocephalidae,busqueta de Sykes
7443,Iduna pallida,"PAL, AF",PASSERIFORMES,Acrocephalidae,busqueta pàl·lida
7444,Iduna opaca,PAL,PASSERIFORMES,Acrocephalidae,busqueta de Barbaria
7445,Calamonastides gracilirostris,AF,PASSERIFORMES,Acrocephalidae,busqueta groga dels papirs
7446,Hippolais languida,PAL,PASSERIFORMES,Acrocephalidae,busqueta d'Upcher
7447,Hippolais olivetorum,PAL,PASSERIFORMES,Acrocephalidae,busqueta de les oliveres
7448,Hippolais polyglotta,PAL,PASSERIFORMES,Acrocephalidae,busqueta comuna
7449,Hippolais icterina,PAL,PASSERIFORMES,Acrocephalidae,busqueta icterina
7450,Robsonius rabori,OR,PASSERIFORMES,Locustellidae,tordina de galtes carbassa
7451,Robsonius thompsoni,OR,PASSERIFORMES,Locustellidae,tordina de Sierra Madre
7452,Robsonius sorsogonensis,OR,PASSERIFORMES,Locustellidae,tordina de Sorsogon
7453,Helopsaltes fasciolatus,PAL,PASSERIFORMES,Locustellidae,boscaler de Gray
7454,Helopsaltes amnicola,PAL,PASSERIFORMES,Locustellidae,Sakhalin Grasshopper Warbler
7455,Helopsaltes pryeri,e PAL,PASSERIFORMES,Locustellidae,camperol dels aiguamolls
7456,Helopsaltes certhiola,PAL,PASSERIFORMES,Locustellidae,boscaler de Pallas
7457,Helopsaltes ochotensis,PAL,PASSERIFORMES,Locustellidae,boscaler de Middendorff
7458,Helopsaltes pleskei,PAL,PASSERIFORMES,Locustellidae,boscaler de Pleske
7459,Locustella lanceolata,PAL,PASSERIFORMES,Locustellidae,boscaler pintat petit
7460,Locustella alfredi,AF,PASSERIFORMES,Locustellidae,matoller dels bambús
7461,Locustella fluviatilis,"PAL, AF",PASSERIFORMES,Locustellidae,boscaler fluvial
7462,Locustella luscinioides,PAL,PASSERIFORMES,Locustellidae,boscaler comú
7463,Locustella major,"PAL, OR",PASSERIFORMES,Locustellidae,matoller becllarg
7464,Locustella luteoventris,OR,PASSERIFORMES,Locustellidae,matoller bru
7465,Locustella naevia,PAL,PASSERIFORMES,Locustellidae,boscaler pintat gros
7466,Locustella tacsanowskia,PAL,PASSERIFORMES,Locustellidae,matoller de Taczanowski
7467,Locustella accentor,OR,PASSERIFORMES,Locustellidae,matoller del mont Kinabalu
7468,Locustella caudata,OR,PASSERIFORMES,Locustellidae,matoller cuallarg
7469,Locustella castanea,AU,PASSERIFORMES,Locustellidae,matoller castany
7470,Locustella musculus,AU,PASSERIFORMES,Locustellidae,Seram Bush Warbler
7471,Locustella portenta,AU,PASSERIFORMES,Locustellidae,Taliabu Bush Warbler
7472,Locustella disturbans,AU,PASSERIFORMES,Locustellidae,Buru Bush Warbler
7473,Locustella davidi,PAL,PASSERIFORMES,Locustellidae,matoller siberià
7474,Locustella kashmirensis,OR,PASSERIFORMES,Locustellidae,West Himalayan Bush Warbler
7475,Locustella thoracica,OR,PASSERIFORMES,Locustellidae,Spotted Bush Warbler
7476,Locustella alishanensis,OR,PASSERIFORMES,Locustellidae,matoller de Taiwan
7477,Locustella mandelli,OR,PASSERIFORMES,Locustellidae,matoller de Mandell
7478,Locustella idonea,OR,PASSERIFORMES,Locustellidae,Dalat Bush Warbler
7479,Locustella montis,"OR, AU",PASSERIFORMES,Locustellidae,matoller de Java
7480,Locustella chengi,OR,PASSERIFORMES,Locustellidae,boscarler de Sichuan
7481,Locustella seebohmi,OR,PASSERIFORMES,Locustellidae,matoller de Seebohm
7482,Poodytes albolimbatus,AU,PASSERIFORMES,Locustellidae,camperol del riu Fly
7483,Poodytes carteri,AU,PASSERIFORMES,Locustellidae,camperol del spinifex
7484,Poodytes punctatus,AU,PASSERIFORMES,Locustellidae,camperol de Nova Zelanda
7485,Poodytes gramineus,AU,PASSERIFORMES,Locustellidae,camperol menut
7486,Malia grata,AU,PASSERIFORMES,Locustellidae,timalí malia
7487,Cincloramphus cruralis,AU,PASSERIFORMES,Locustellidae,camperol bru
7488,Cincloramphus rubiginosus,AU,PASSERIFORMES,Locustellidae,camperol ferruginós
7489,Cincloramphus grosvenori,AU,PASSERIFORMES,Locustellidae,New Britain Thicketbird
7490,Cincloramphus bivittatus,AU,PASSERIFORMES,Locustellidae,camperol de Timor
7491,Cincloramphus mathewsi,AU,PASSERIFORMES,Locustellidae,camperol de Mathews
7492,Cincloramphus macrurus,AU,PASSERIFORMES,Locustellidae,camperol de Nova Guinea
7493,Cincloramphus timoriensis,"OR, AU",PASSERIFORMES,Locustellidae,camperol lleonat
7494,Cincloramphus turipavae,AU,PASSERIFORMES,Locustellidae,Guadalcanal Thicketbird
7495,Cincloramphus whitneyi,AU,PASSERIFORMES,Locustellidae,camperol melanesi
7496,Cincloramphus mariae,AU,PASSERIFORMES,Locustellidae,camperol de Nova Caledònia
7497,Cincloramphus rufus,PO,PASSERIFORMES,Locustellidae,camperol de Fiji
7498,Cincloramphus llaneae,AU,PASSERIFORMES,Locustellidae,Bougainville Thicketbird
7499,Megalurus palustris,OR,PASSERIFORMES,Locustellidae,camperol palustre
7500,Elaphrornis palliseri,OR,PASSERIFORMES,Locustellidae,matoller de Sri Lanka
7501,Schoenicola platyurus,OR,PASSERIFORMES,Locustellidae,camperol cuaample
7502,Schoenicola striatus,OR,PASSERIFORMES,Locustellidae,camperol estriat
7503,Catriscus brevirostris,AF,PASSERIFORMES,Locustellidae,camperol cua de ventall
7504,Bradypterus sylvaticus,AF,PASSERIFORMES,Locustellidae,matoller del Knysna
7505,Bradypterus bangwaensis,AF,PASSERIFORMES,Locustellidae,matoller del de Camerun
7506,Bradypterus barratti,AF,PASSERIFORMES,Locustellidae,matoller de Barratt
7507,Bradypterus lopezi,AF,PASSERIFORMES,Locustellidae,matoller de Lopes
7508,Bradypterus cinnamomeus,AF,PASSERIFORMES,Locustellidae,matoller canyella
7509,Bradypterus seebohmi,AF,PASSERIFORMES,Locustellidae,camperol de Madagascar
7510,Bradypterus brunneus,AF,PASSERIFORMES,Locustellidae,matoller cuafilós
7511,Bradypterus grandis,AF,PASSERIFORMES,Locustellidae,matoller gros
7512,Bradypterus baboecala,AF,PASSERIFORMES,Locustellidae,matoller xerraire
7513,Bradypterus carpalis,AF,PASSERIFORMES,Locustellidae,matoller alablanc
7514,Bradypterus graueri,AF,PASSERIFORMES,Locustellidae,matoller de Grauer
7515,Bradypterus centralis,AF,PASSERIFORMES,Locustellidae,Highland Rush Warbler
7516,Donacobius atricapilla,"MA, SA",PASSERIFORMES,Donacobiidae,angú
7517,Oxylabes madagascariensis,AF,PASSERIFORMES,Bernieridae,mosquiter gegant
7518,Bernieria madagascariensis,AF,PASSERIFORMES,Bernieridae,bulbul bec de llança
7519,Cryptosylvicola randrianasoloi,AF,PASSERIFORMES,Bernieridae,mosquiter críptic
7520,Hartertula flavoviridis,AF,PASSERIFORMES,Bernieridae,jeri cuafalcat
7521,Thamnornis chloropetoides,AF,PASSERIFORMES,Bernieridae,matoller kiritika
7522,Xanthomixis zosterops,AF,PASSERIFORMES,Bernieridae,bulbul de Sharpe
7523,Xanthomixis apperti,AF,PASSERIFORMES,Bernieridae,bulbul d'Appert
7524,Xanthomixis tenebrosa,AF,PASSERIFORMES,Bernieridae,bulbul tenebrós
7525,Xanthomixis cinereiceps,AF,PASSERIFORMES,Bernieridae,bulbul de capell gris
7526,Crossleyia xanthophrys,AF,PASSERIFORMES,Bernieridae,mosquiter de Madagascar
7527,Randia pseudozosterops,AF,PASSERIFORMES,Bernieridae,ràndia
7528,Neomixis tenella,AF,PASSERIFORMES,Cisticolidae,jeri comú
7529,Neomixis viridis,AF,PASSERIFORMES,Cisticolidae,jeri verd
7530,Neomixis striatigula,AF,PASSERIFORMES,Cisticolidae,jeri golaestriat
7531,Cisticola erythrops,AF,PASSERIFORMES,Cisticolidae,cistícola de cara vermella
7532,Cisticola cantans,AF,PASSERIFORMES,Cisticolidae,cistícola cantaire
7533,Cisticola lateralis,AF,PASSERIFORMES,Cisticolidae,cistícola xiuladora
7534,Cisticola woosnami,AF,PASSERIFORMES,Cisticolidae,cistícola de Woosnam
7535,Cisticola anonymus,AF,PASSERIFORMES,Cisticolidae,cistícola xerraire
7536,Cisticola bulliens,AF,PASSERIFORMES,Cisticolidae,cistícola remorejant
7537,Cisticola hunteri,AF,PASSERIFORMES,Cisticolidae,cistícola de Hunter
7538,Cisticola chubbi,AF,PASSERIFORMES,Cisticolidae,cistícola de Chubb
7539,Cisticola bakerorum,AF,PASSERIFORMES,Cisticolidae,Kilombero Cisticola
7540,Cisticola nigriloris,AF,PASSERIFORMES,Cisticolidae,cistícola emmascarada
7541,Cisticola aberrans,AF,PASSERIFORMES,Cisticolidae,cistícola mandrosa
7542,Cisticola emini,AF,PASSERIFORMES,Cisticolidae,Rock-loving Cisticola
7543,Cisticola chiniana,AF,PASSERIFORMES,Cisticolidae,cistícola grinyolant
7544,Cisticola bodessa,AF,PASSERIFORMES,Cisticolidae,cistícola Boran
7545,Cisticola njombe,AF,PASSERIFORMES,Cisticolidae,cistícola de Njombé
7546,Cisticola cinereolus,AF,PASSERIFORMES,Cisticolidae,cistícola cendrosa
7547,Cisticola restrictus,AF,PASSERIFORMES,Cisticolidae,cistícola del riu Tana
7548,Cisticola rufilatus,AF,PASSERIFORMES,Cisticolidae,cistícola Tinkling
7549,Cisticola subruficapilla,AF,PASSERIFORMES,Cisticolidae,cistícola dorsigrís
7550,Cisticola lais,AF,PASSERIFORMES,Cisticolidae,cistícola ploranera
7551,Cisticola distinctus,AF,PASSERIFORMES,Cisticolidae,Lynes's Cisticola
7552,Cisticola galactotes,AF,PASSERIFORMES,Cisticolidae,cistícola d'ales rogenques
7553,Cisticola marginatus,AF,PASSERIFORMES,Cisticolidae,cistícola del Nil
7554,Cisticola haematocephalus,AF,PASSERIFORMES,Cisticolidae,cistícola costanera
7555,Cisticola anderseni,AF,PASSERIFORMES,Cisticolidae,White-tailed Cisticola
7556,Cisticola lugubris,AF,PASSERIFORMES,Cisticolidae,cistícola d'Etiòpia
7557,Cisticola luapula,AF,PASSERIFORMES,Cisticolidae,cistícola de Luapula
7558,Cisticola pipiens,AF,PASSERIFORMES,Cisticolidae,cistícola refiladora
7559,Cisticola carruthersi,AF,PASSERIFORMES,Cisticolidae,cistícola de Carruthers
7560,Cisticola tinniens,AF,PASSERIFORMES,Cisticolidae,cistícola de Levaillant
7561,Cisticola robustus,AF,PASSERIFORMES,Cisticolidae,cistícola robusta
7562,Cisticola aberdare,AF,PASSERIFORMES,Cisticolidae,cistícola dels Aberdare
