,IOC,Breeding Range,Order,Family,Croatian
8964,Oenanthe seebohmi,AF,PASSERIFORMES,Muscicapidae,crnogrla bjeloguza
8965,Oenanthe pileata,AF,PASSERIFORMES,Muscicapidae,smeđoleđa bjeloguza
8966,Oenanthe bottae,PAL,PASSERIFORMES,Muscicapidae,crvenkasta bjeloguza
8967,Oenanthe frenata,AF,PASSERIFORMES,Muscicapidae,cimetastoprsa bjeloguza
8968,Oenanthe isabellina,PAL,PASSERIFORMES,Muscicapidae,azijska bjeloguza
8969,Oenanthe heuglinii,AF,PASSERIFORMES,Muscicapidae,riđotrba bjeloguza
8970,Oenanthe monacha,PAL,PASSERIFORMES,Muscicapidae,bjelokapa bjeloguza
8971,Oenanthe deserti,PAL,PASSERIFORMES,Muscicapidae,pustinjska bjeloguza
8972,Oenanthe hispanica,PAL,PASSERIFORMES,Muscicapidae,primorska bjeloguza
8973,Oenanthe pleschanka,PAL,PASSERIFORMES,Muscicapidae,dvobojna bjeloguza
8974,Oenanthe melanoleuca,PAL,PASSERIFORMES,Muscicapidae,istočna primorska bjeloguza
8975,Oenanthe cypriaca,PAL,PASSERIFORMES,Muscicapidae,ciparska bjeloguza
8976,Oenanthe albifrons,AF,PASSERIFORMES,Muscicapidae,bjeločeli batić
8977,Oenanthe phillipsi,AF,PASSERIFORMES,Muscicapidae,crnoprsa bjeloguza
8978,Oenanthe moesta,"PAL, AF",PASSERIFORMES,Muscicapidae,prugasta bjeloguza
8979,Oenanthe melanura,"PAL, AF",PASSERIFORMES,Muscicapidae,siva crnorepka
8980,Oenanthe familiaris,AF,PASSERIFORMES,Muscicapidae,riđorepa bjeloguza
8981,Oenanthe scotocerca,AF,PASSERIFORMES,Muscicapidae,mala bjeloguza
8982,Oenanthe dubia,AF,PASSERIFORMES,Muscicapidae,etiopska bjeloguza
8983,Oenanthe fusca,OR,PASSERIFORMES,Muscicapidae,smeđa bjeloguza
8984,Oenanthe picata,PAL,PASSERIFORMES,Muscicapidae,perzijska bjeloguza
8985,Oenanthe finschii,PAL,PASSERIFORMES,Muscicapidae,turska bjeloguza
8986,Oenanthe halophila,AF,PASSERIFORMES,Muscicapidae,sjevernoafrička bjeloguza
8987,Oenanthe lugens,"PAL, AF",PASSERIFORMES,Muscicapidae,crnoleđa bjeloguza
8988,Oenanthe warriae,PAL,PASSERIFORMES,Muscicapidae,Basalt Wheatear
8989,Oenanthe xanthoprymna,PAL,PASSERIFORMES,Muscicapidae,kestenjastorepa bjeloguza
8990,Oenanthe chrysopygia,PAL,PASSERIFORMES,Muscicapidae,crvenorepa bjeloguza
8991,Oenanthe leucopyga,"AF, PAL",PASSERIFORMES,Muscicapidae,saharska bjeloguza
8992,Oenanthe albonigra,PAL,PASSERIFORMES,Muscicapidae,crnoglava bjeloguza
8993,Oenanthe leucura,PAL,PASSERIFORMES,Muscicapidae,crna bjeloguza
8994,Oenanthe lugentoides,PAL,PASSERIFORMES,Muscicapidae,jemenska bjeloguza
8995,Oenanthe lugubris,AF,PASSERIFORMES,Muscicapidae,Abyssinian Wheatear
8996,Cinclus cinclus,PAL,PASSERIFORMES,Cinclidae,vodenkos
8997,Cinclus pallasii,PAL,PASSERIFORMES,Cinclidae,smeđi vodenkos
8998,Cinclus mexicanus,"NA, MA",PASSERIFORMES,Cinclidae,američki vodenkos
8999,Cinclus leucocephalus,SA,PASSERIFORMES,Cinclidae,andski vodenkos
9000,Cinclus schulzii,SA,PASSERIFORMES,Cinclidae,riđogrli vodenkos
9001,Chloropsis flavipennis,OR,PASSERIFORMES,Chloropseidae,filipinska zelenka
9002,Chloropsis palawanensis,OR,PASSERIFORMES,Chloropseidae,žutogrla zelenka
9003,Chloropsis sonnerati,OR,PASSERIFORMES,Chloropseidae,velika zelenka
9004,Chloropsis cyanopogon,OR,PASSERIFORMES,Chloropseidae,plavobrka zelenka
9005,Chloropsis moluccensis,OR,PASSERIFORMES,Chloropseidae,plavokrila zelenka
9006,Chloropsis cochinchinensis,OR,PASSERIFORMES,Chloropseidae,javanska zelenka
9007,Chloropsis kinabaluensis,OR,PASSERIFORMES,Chloropseidae,borneanska zelenka
9008,Chloropsis jerdoni,OR,PASSERIFORMES,Chloropseidae,indijska zelenka
9009,Chloropsis aurifrons,OR,PASSERIFORMES,Chloropseidae,narančastočela zelenka
9010,Chloropsis media,OR,PASSERIFORMES,Chloropseidae,sumatranska zelenka
9011,Chloropsis hardwickii,OR,PASSERIFORMES,Chloropseidae,narančastotrba zelenka
9012,Chloropsis venusta,OR,PASSERIFORMES,Chloropseidae,plavolica zelenka
9013,Prionochilus olivaceus,OR,PASSERIFORMES,Dicaeidae,maslinastoleđa imelašica
9014,Prionochilus maculatus,OR,PASSERIFORMES,Dicaeidae,žutoprsa imelašica
9015,Prionochilus percussus,OR,PASSERIFORMES,Dicaeidae,plavetna imelašica
9016,Prionochilus plateni,OR,PASSERIFORMES,Dicaeidae,palavanska imelašica
9017,Prionochilus xanthopygius,OR,PASSERIFORMES,Dicaeidae,borneanska imelašica
9018,Prionochilus thoracicus,OR,PASSERIFORMES,Dicaeidae,crnoglava imelašica
9019,Dicaeum dayakorum,OR,PASSERIFORMES,Dicaeidae,Spectacled Flowerpecker
9020,Dicaeum annae,AU,PASSERIFORMES,Dicaeidae,maslinasta imelašica
9021,Dicaeum agile,OR,PASSERIFORMES,Dicaeidae,prugastoprsa imelašica
9022,Dicaeum aeruginosum,OR,PASSERIFORMES,Dicaeidae,Striped Flowerpecker
9023,Dicaeum everetti,OR,PASSERIFORMES,Dicaeidae,smeđoleđa imelašica
9024,Dicaeum proprium,OR,PASSERIFORMES,Dicaeidae,brkata imelašica
9025,Dicaeum chrysorrheum,OR,PASSERIFORMES,Dicaeidae,prugastotrba imelašica
9026,Dicaeum melanozanthum,OR,PASSERIFORMES,Dicaeidae,velika imelašica
9027,Dicaeum vincens,OR,PASSERIFORMES,Dicaeidae,cejlonska imelašica
9028,Dicaeum aureolimbatum,AU,PASSERIFORMES,Dicaeidae,žutoboka imelašica
9029,Dicaeum nigrilore,OR,PASSERIFORMES,Dicaeidae,mindanaoska imelašica
9030,Dicaeum anthonyi,OR,PASSERIFORMES,Dicaeidae,žutokapa imelašica
9031,Dicaeum kampalili,OR,PASSERIFORMES,Dicaeidae,vatrokapa imelašica
9032,Dicaeum bicolor,OR,PASSERIFORMES,Dicaeidae,filipinska imelašica
9033,Dicaeum australe,OR,PASSERIFORMES,Dicaeidae,crvenotrba imelašica
9034,Dicaeum haematostictum,OR,PASSERIFORMES,Dicaeidae,crnoleđa imelašica
9035,Dicaeum retrocinctum,OR,PASSERIFORMES,Dicaeidae,ogrličasta imelašica
9036,Dicaeum quadricolor,OR,PASSERIFORMES,Dicaeidae,cebuska imelašica
9037,Dicaeum trigonostigma,OR,PASSERIFORMES,Dicaeidae,zlatnotrba imelašica
9038,Dicaeum hypoleucum,OR,PASSERIFORMES,Dicaeidae,srebrnastotrba imelašica
9039,Dicaeum erythrorhynchos,OR,PASSERIFORMES,Dicaeidae,indijska imelašica
9040,Dicaeum concolor,OR,PASSERIFORMES,Dicaeidae,zapadnogatska imelašica
9041,Dicaeum minullum,OR,PASSERIFORMES,Dicaeidae,dugokljuna imelašica
9042,Dicaeum virescens,OR,PASSERIFORMES,Dicaeidae,Andaman Flowerpecker
9043,Dicaeum pygmaeum,OR,PASSERIFORMES,Dicaeidae,kratkorepa imelašica
9044,Dicaeum nehrkorni,AU,PASSERIFORMES,Dicaeidae,grimiznokapa imelašica
9045,Dicaeum erythrothorax,AU,PASSERIFORMES,Dicaeidae,buruska imelašica
9046,Dicaeum schistaceiceps,AU,PASSERIFORMES,Dicaeidae,halmaherska imelašica
9047,Dicaeum vulneratum,AU,PASSERIFORMES,Dicaeidae,seramska imelašica
9048,Dicaeum pectorale,AU,PASSERIFORMES,Dicaeidae,maslinastoglava imelašica
9049,Dicaeum geelvinkianum,AU,PASSERIFORMES,Dicaeidae,crvenokapa imelašica
9050,Dicaeum nitidum,AU,PASSERIFORMES,Dicaeidae,žućkastotrba imelašica
9051,Dicaeum eximium,AU,PASSERIFORMES,Dicaeidae,smeđa imelašica
9052,Dicaeum aeneum,AU,PASSERIFORMES,Dicaeidae,olovastoleđa imelašica
9053,Dicaeum tristrami,AU,PASSERIFORMES,Dicaeidae,ljuskastoglava imelašica
9054,Dicaeum igniferum,AU,PASSERIFORMES,Dicaeidae,crnolica imelašica
9055,Dicaeum maugei,AU,PASSERIFORMES,Dicaeidae,malosundska imelašica
9056,Dicaeum hirundinaceum,AU,PASSERIFORMES,Dicaeidae,australska imelašica
9057,Dicaeum celebicum,AU,PASSERIFORMES,Dicaeidae,grimiznoprsa imelašica
9058,Dicaeum monticolum,OR,PASSERIFORMES,Dicaeidae,gorska imelašica
9059,Dicaeum ignipectus,OR,PASSERIFORMES,Dicaeidae,blistavoleđa imelašica
9060,Dicaeum sanguinolentum,OR,PASSERIFORMES,Dicaeidae,plavoleđa imelašica
9061,Dicaeum cruentatum,OR,PASSERIFORMES,Dicaeidae,crvenoleđa imelašica
9062,Dicaeum trochileum,OR,PASSERIFORMES,Dicaeidae,crvenoglava imelašica
9063,Chalcoparia singalensis,OR,PASSERIFORMES,Nectariniidae,crvenolici medosas
9064,Deleornis fraseri,AF,PASSERIFORMES,Nectariniidae,zeleni medosas
9065,Deleornis axillaris,AF,PASSERIFORMES,Nectariniidae,sivoglavi medosas
9066,Anthreptes reichenowi,AF,PASSERIFORMES,Nectariniidae,maslinasti medosas
9067,Anthreptes anchietae,AF,PASSERIFORMES,Nectariniidae,plavogrli medosas
9068,Anthreptes simplex,OR,PASSERIFORMES,Nectariniidae,plavočeli medosas
9069,Anthreptes malacensis,"OR, AU",PASSERIFORMES,Nectariniidae,smeđogrli medosas
9070,Anthreptes griseigularis,OR,PASSERIFORMES,Nectariniidae,sivogrli medosas
9071,Anthreptes rhodolaemus,OR,PASSERIFORMES,Nectariniidae,ružičastogrli medosas
9072,Anthreptes gabonicus,AF,PASSERIFORMES,Nectariniidae,srebrnastotrbi medosas
9073,Anthreptes longuemarei,AF,PASSERIFORMES,Nectariniidae,ljubičastoleđi medosas
9074,Anthreptes orientalis,AF,PASSERIFORMES,Nectariniidae,bjelotrbi medosas
9075,Anthreptes neglectus,AF,PASSERIFORMES,Nectariniidae,smeđolici medosas
9076,Anthreptes aurantius,AF,PASSERIFORMES,Nectariniidae,ljubičastorepi medosas
9077,Anthreptes seimundi,AF,PASSERIFORMES,Nectariniidae,kratkorepi medosas
9078,Anthreptes rectirostris,AF,PASSERIFORMES,Nectariniidae,žutogrli medosas
9079,Anthreptes tephrolaemus,AF,PASSERIFORMES,Nectariniidae,zelenoprsi medosas
9080,Anthreptes rubritorques,AF,PASSERIFORMES,Nectariniidae,zeleno-bijeli medosas
9081,Hedydipna collaris,AF,PASSERIFORMES,Nectariniidae,ogrličasti medosas
9082,Hedydipna platura,AF,PASSERIFORMES,Nectariniidae,mali medosas
9083,Hedydipna metallica,AF,PASSERIFORMES,Nectariniidae,plavorepi medosas
9084,Hedydipna pallidigaster,AF,PASSERIFORMES,Nectariniidae,patuljasti medosas
9085,Anabathmis reichenbachii,AF,PASSERIFORMES,Nectariniidae,ljubičastoglavi medosas
9086,Anabathmis hartlaubii,AF,PASSERIFORMES,Nectariniidae,principski medosas
9087,Anabathmis newtonii,AF,PASSERIFORMES,Nectariniidae,saotomski medosas
9088,Dreptes thomensis,AF,PASSERIFORMES,Nectariniidae,dugljokljuni medosas
9089,Anthobaphes violacea,AF,PASSERIFORMES,Nectariniidae,narančastoprsi medosas
9090,Cyanomitra verticalis,AF,PASSERIFORMES,Nectariniidae,blistavoglavi medosas
9091,Cyanomitra bannermani,AF,PASSERIFORMES,Nectariniidae,maslinastoleđi medosas
9092,Cyanomitra cyanolaema,AF,PASSERIFORMES,Nectariniidae,plavoprsi medosas
9093,Cyanomitra oritis,AF,PASSERIFORMES,Nectariniidae,kamerunski medosas
9094,Cyanomitra alinae,AF,PASSERIFORMES,Nectariniidae,plavoglavi medosas
9095,Cyanomitra olivacea,AF,PASSERIFORMES,Nectariniidae,tamnokapi medosas
9096,Cyanomitra veroxii,AF,PASSERIFORMES,Nectariniidae,sivi medosas
9097,Chalcomitra adelberti,AF,PASSERIFORMES,Nectariniidae,žućkastoprsi medosas
9098,Chalcomitra fuliginosa,AF,PASSERIFORMES,Nectariniidae,smeđi medosas
9099,Chalcomitra rubescens,AF,PASSERIFORMES,Nectariniidae,zelenočeli medosas
9100,Chalcomitra amethystina,AF,PASSERIFORMES,Nectariniidae,zelenokapi medosas
9101,Chalcomitra senegalensis,AF,PASSERIFORMES,Nectariniidae,grimiznoprsi medosas
9102,Chalcomitra hunteri,AF,PASSERIFORMES,Nectariniidae,istočnoafrički medosas
9103,Chalcomitra balfouri,AF,PASSERIFORMES,Nectariniidae,sokotranski medosas
9104,Leptocoma zeylonica,OR,PASSERIFORMES,Nectariniidae,žutotrbi medosas
9105,Leptocoma minima,OR,PASSERIFORMES,Nectariniidae,zapadnogatski medosas
9106,Leptocoma sperata,OR,PASSERIFORMES,Nectariniidae,šareni medosas
9107,Leptocoma brasiliana,OR,PASSERIFORMES,Nectariniidae,tirkiznoleđi medosas
9108,Leptocoma aspasia,AU,PASSERIFORMES,Nectariniidae,blistavi medosas
9109,Leptocoma calcostetha,OR,PASSERIFORMES,Nectariniidae,mangrovski medosas
9110,Nectarinia bocagii,AF,PASSERIFORMES,Nectariniidae,ljubičasti medosas
9111,Nectarinia purpureiventris,AF,PASSERIFORMES,Nectariniidae,purpurnoprsi medosas
9112,Nectarinia tacazze,AF,PASSERIFORMES,Nectariniidae,purpurnoleđi medosas
9113,Nectarinia kilimensis,AF,PASSERIFORMES,Nectariniidae,bakrenasti medosas
9114,Nectarinia famosa,AF,PASSERIFORMES,Nectariniidae,malahitni medosas
9115,Nectarinia johnstoni,AF,PASSERIFORMES,Nectariniidae,crnokrili medosas
9116,Drepanorhynchus reichenowi,AF,PASSERIFORMES,Nectariniidae,zlatnokrili medosas
9117,Cinnyris chloropygius,AF,PASSERIFORMES,Nectariniidae,maslinastotrbi medosas
9118,Cinnyris minullus,AF,PASSERIFORMES,Nectariniidae,kratkokljuni medosas
9119,Cinnyris manoensis,AF,PASSERIFORMES,Nectariniidae,sivotrbi medosas
9120,Cinnyris gertrudis,AF,PASSERIFORMES,Nectariniidae,šarenoprsi medosas
9121,Cinnyris chalybeus,AF,PASSERIFORMES,Nectariniidae,južnoafrički medosas
9122,Cinnyris neergaardi,AF,PASSERIFORMES,Nectariniidae,mozambički medosas
9123,Cinnyris stuhlmanni,AF,PASSERIFORMES,Nectariniidae,planinski medosas
9124,Cinnyris whytei,AF,PASSERIFORMES,Nectariniidae,Whyte's Double-collared Sunbird
9125,Cinnyris prigoginei,AF,PASSERIFORMES,Nectariniidae,kongoanski medosas
9126,Cinnyris ludovicensis,AF,PASSERIFORMES,Nectariniidae,crvenoprsi medosas
9127,Cinnyris reichenowi,AF,PASSERIFORMES,Nectariniidae,srednjoafrički medosas
9128,Cinnyris afer,AF,PASSERIFORMES,Nectariniidae,kapski medosas
9129,Cinnyris regius,AF,PASSERIFORMES,Nectariniidae,žutoboki medosas
9130,Cinnyris rockefelleri,AF,PASSERIFORMES,Nectariniidae,crvenotrbi medosas
9131,Cinnyris mediocris,AF,PASSERIFORMES,Nectariniidae,zlatnozeleni medosas
9132,Cinnyris usambaricus,AF,PASSERIFORMES,Nectariniidae,usambarski medosas
9133,Cinnyris fuelleborni,AF,PASSERIFORMES,Nectariniidae,tamnotrbi medosas
9134,Cinnyris moreaui,AF,PASSERIFORMES,Nectariniidae,tanzanski medosas
9135,Cinnyris loveridgei,AF,PASSERIFORMES,Nectariniidae,zlatnotrbi medosas
9136,Cinnyris pulchellus,AF,PASSERIFORMES,Nectariniidae,dugorepi medosas
9137,Cinnyris mariquensis,AF,PASSERIFORMES,Nectariniidae,crnotrbi medosas
9138,Cinnyris shelleyi,AF,PASSERIFORMES,Nectariniidae,smaragdnoglavi medosas
9139,Cinnyris hofmanni,AF,PASSERIFORMES,Nectariniidae,Hofmann's Sunbird
9140,Cinnyris congensis,AF,PASSERIFORMES,Nectariniidae,riječni medosas
9141,Cinnyris erythrocercus,AF,PASSERIFORMES,Nectariniidae,močvarni medosas
9142,Cinnyris nectarinioides,AF,PASSERIFORMES,Nectariniidae,vatroprsi medosas
9143,Cinnyris bifasciatus,AF,PASSERIFORMES,Nectariniidae,ljubičastoprsi medosas
9144,Cinnyris tsavoensis,AF,PASSERIFORMES,Nectariniidae,kenijski medosas
9145,Cinnyris chalcomelas,AF,PASSERIFORMES,Nectariniidae,obalni medosas
9146,Cinnyris pembae,IO,PASSERIFORMES,Nectariniidae,pembaski medosas
9147,Cinnyris bouvieri,AF,PASSERIFORMES,Nectariniidae,ljubičastočeli medosas
9148,Cinnyris osea,AF,PASSERIFORMES,Nectariniidae,jerihonski medosas
9149,Cinnyris hellmayri,PAL,PASSERIFORMES,Nectariniidae,arabijski medosas
9150,Cinnyris habessinicus,AF,PASSERIFORMES,Nectariniidae,ljubičastokapi medosas
9151,Cinnyris coccinigastrus,AF,PASSERIFORMES,Nectariniidae,šareni medosas
9152,Cinnyris johannae,AF,PASSERIFORMES,Nectariniidae,ljubičastogrli medosas
9153,Cinnyris superbus,AF,PASSERIFORMES,Nectariniidae,kestenjastotrbi medosas
9154,Cinnyris rufipennis,AF,PASSERIFORMES,Nectariniidae,riđokrili medosas
9155,Cinnyris oustaleti,AF,PASSERIFORMES,Nectariniidae,tirkiznogrli medosas
9156,Cinnyris talatala,AF,PASSERIFORMES,Nectariniidae,zelenorepi medosas
9157,Cinnyris venustus,AF,PASSERIFORMES,Nectariniidae,purpurnogrli medosas
9158,Cinnyris fuscus,AF,PASSERIFORMES,Nectariniidae,mrki medosas
9159,Cinnyris ursulae,AF,PASSERIFORMES,Nectariniidae,sivoprsi medosas
9160,Cinnyris batesi,AF,PASSERIFORMES,Nectariniidae,maslinasto-žuti medosas
9161,Cinnyris cupreus,AF,PASSERIFORMES,Nectariniidae,bakrenastoglavi medosas
9162,Cinnyris asiaticus,"PAL, OR",PASSERIFORMES,Nectariniidae,purpurni medosas
9163,Cinnyris jugularis,"OR, AU",PASSERIFORMES,Nectariniidae,blistavoprsi medosas
9164,Cinnyris buettikoferi,AU,PASSERIFORMES,Nectariniidae,sumpski medosas
9165,Cinnyris solaris,AU,PASSERIFORMES,Nectariniidae,narančastotrbi medosas
9166,Cinnyris sovimanga,AF,PASSERIFORMES,Nectariniidae,madagaskarski medosas
9167,Cinnyris notatus,AF,PASSERIFORMES,Nectariniidae,zelenoglavi medosas
9168,Cinnyris dussumieri,IO,PASSERIFORMES,Nectariniidae,sejšelski medosas
9169,Cinnyris humbloti,AF,PASSERIFORMES,Nectariniidae,komorski medosas
9170,Cinnyris comorensis,AF,PASSERIFORMES,Nectariniidae,anžuanski medosas
9171,Cinnyris coquerellii,AF,PASSERIFORMES,Nectariniidae,vatrotrbi medosas
9172,Cinnyris lotenius,OR,PASSERIFORMES,Nectariniidae,indijski medosas
9173,Aethopyga primigenia,OR,PASSERIFORMES,Nectariniidae,mindanaoski medosas
9174,Aethopyga boltoni,OR,PASSERIFORMES,Nectariniidae,olovastoglavi medosas
9175,Aethopyga linaraborae,OR,PASSERIFORMES,Nectariniidae,smaragdnočeli medosas
9176,Aethopyga flagrans,OR,PASSERIFORMES,Nectariniidae,crnoprsi medosas
9177,Aethopyga guimarasensis,OR,PASSERIFORMES,Nectariniidae,smeđovrati medosas
9178,Aethopyga pulcherrima,OR,PASSERIFORMES,Nectariniidae,zelenokrili medosas
9179,Aethopyga jefferyi,OR,PASSERIFORMES,Nectariniidae,Luzon Sunbird
9180,Aethopyga decorosa,OR,PASSERIFORMES,Nectariniidae,Bohol Sunbird
9181,Aethopyga duyvenbodei,AU,PASSERIFORMES,Nectariniidae,sangiški medosas
9182,Aethopyga shelleyi,OR,PASSERIFORMES,Nectariniidae,grimiznolici medosas
9183,Aethopyga bella,OR,PASSERIFORMES,Nectariniidae,filipinski medosas
9184,Aethopyga gouldiae,OR,PASSERIFORMES,Nectariniidae,crvenoleđi medosas
9185,Aethopyga nipalensis,OR,PASSERIFORMES,Nectariniidae,tirkiznorepi medosas
9186,Aethopyga eximia,OR,PASSERIFORMES,Nectariniidae,javanski medosas
9187,Aethopyga christinae,OR,PASSERIFORMES,Nectariniidae,hainanski medosas
9188,Aethopyga saturata,OR,PASSERIFORMES,Nectariniidae,kestenjastoleđi medosas
9189,Aethopyga siparaja,"OR, AU",PASSERIFORMES,Nectariniidae,grimizni medosas
9190,Aethopyga magnifica,OR,PASSERIFORMES,Nectariniidae,crveni medosas
9191,Aethopyga vigorsii,OR,PASSERIFORMES,Nectariniidae,grimiznogrli medosas
9192,Aethopyga mystacalis,OR,PASSERIFORMES,Nectariniidae,grimiznoleđi medosas
9193,Aethopyga temminckii,OR,PASSERIFORMES,Nectariniidae,grimiznorepi medosas
9194,Aethopyga ignicauda,OR,PASSERIFORMES,Nectariniidae,vatrorepi medosas
9195,Kurochkinegramma hypogrammicum,OR,PASSERIFORMES,Nectariniidae,prugastoprsi medosas
9196,Arachnothera longirostra,OR,PASSERIFORMES,Nectariniidae,žućkastotrbi medosas
9197,Arachnothera flammifera,OR,PASSERIFORMES,Nectariniidae,srebrnastoprsi medosas
9198,Arachnothera dilutior,OR,PASSERIFORMES,Nectariniidae,palavanski medosas
9199,Arachnothera crassirostris,OR,PASSERIFORMES,Nectariniidae,debelokljuni medosas
9200,Arachnothera robusta,OR,PASSERIFORMES,Nectariniidae,veliki medosas
9201,Arachnothera flavigaster,OR,PASSERIFORMES,Nectariniidae,krupnooki medosas
9202,Arachnothera chrysogenys,OR,PASSERIFORMES,Nectariniidae,žutouhi medosas
9203,Arachnothera clarae,OR,PASSERIFORMES,Nectariniidae,gololici medosas
9204,Arachnothera modesta,OR,PASSERIFORMES,Nectariniidae,sivkastotrbi medosas
9205,Arachnothera affinis,OR,PASSERIFORMES,Nectariniidae,prugastotrbi medosas
9206,Arachnothera everetti,OR,PASSERIFORMES,Nectariniidae,Bornean Spiderhunter
9207,Arachnothera magna,OR,PASSERIFORMES,Nectariniidae,prugasti medosas
9208,Arachnothera juliae,OR,PASSERIFORMES,Nectariniidae,borneanski medosas
9209,Hypocryptadius cinnamomeus,OR,PASSERIFORMES,Passeridae,cimetasti vrabac
9210,Carpospiza brachydactyla,PAL,PASSERIFORMES,Passeridae,gorski vrabac
9211,Petronia petronia,PAL,PASSERIFORMES,Passeridae,vrabac kamenjar
9212,Onychostruthus taczanowskii,PAL,PASSERIFORMES,Passeridae,planinski vrabac
9213,Montifringilla henrici,PAL,PASSERIFORMES,Passeridae,tibetski vrabac
9214,Montifringilla nivalis,PAL,PASSERIFORMES,Passeridae,snježni vrabac
9215,Montifringilla adamsi,PAL,PASSERIFORMES,Passeridae,crnokrili vrabac
9216,Pyrgilauda theresae,PAL,PASSERIFORMES,Passeridae,afganistanski vrabac
9217,Pyrgilauda ruficollis,PAL,PASSERIFORMES,Passeridae,riđovrati vrabac
9218,Pyrgilauda davidiana,PAL,PASSERIFORMES,Passeridae,mongolski vrabac
9219,Pyrgilauda blanfordi,PAL,PASSERIFORMES,Passeridae,kratkokljuni vrabac
9220,Gymnoris pyrgita,AF,PASSERIFORMES,Passeridae,sivi vrabac
9221,Gymnoris superciliaris,AF,PASSERIFORMES,Passeridae,smeđoleđi vrabac
9222,Gymnoris dentata,AF,PASSERIFORMES,Passeridae,bjelogrli vrabac
9223,Gymnoris xanthocollis,"PAL, OR",PASSERIFORMES,Passeridae,žutogrli vrabac
9224,Passer melanurus,AF,PASSERIFORMES,Passeridae,crnolici vrabac
9225,Passer eminibey,AF,PASSERIFORMES,Passeridae,kestenjasti vrabac
9226,Passer cordofanicus,AF,PASSERIFORMES,Passeridae,kestenjastoleđi vrabac
9227,Passer shelleyi,AF,PASSERIFORMES,Passeridae,riđoleđi vrabac
9228,Passer rufocinctus,AF,PASSERIFORMES,Passeridae,kenijski vrabac
9229,Passer motitensis,AF,PASSERIFORMES,Passeridae,veliki vrabac
9230,Passer griseus,AF,PASSERIFORMES,Passeridae,sivoglavi vrabac
9231,Passer swainsonii,AF,PASSERIFORMES,Passeridae,istočnoafrički vrabac
9232,Passer suahelicus,AF,PASSERIFORMES,Passeridae,smeđokrili vrabac
9233,Passer gongonensis,AF,PASSERIFORMES,Passeridae,krupnokljuni vrabac
9234,Passer diffusus,AF,PASSERIFORMES,Passeridae,južnoafrički vrabac
9235,Passer pyrrhonotus,OR,PASSERIFORMES,Passeridae,sindski vrabac
9236,Passer cinnamomeus,"PAL, OR",PASSERIFORMES,Passeridae,cimetastokapi vrabac
9237,Passer montanus,"PAL, OR",PASSERIFORMES,Passeridae,poljski vrabac
9238,Passer ammodendri,PAL,PASSERIFORMES,Passeridae,crnokapi vrabac
9239,Passer flaveolus,OR,PASSERIFORMES,Passeridae,žućkastotrbi vrabac
9240,Passer hemileucus,AF,PASSERIFORMES,Passeridae,sivokapi vrabac
9241,Passer insularis,AF,PASSERIFORMES,Passeridae,sokotranski vrabac
9242,Passer hispaniolensis,PAL,PASSERIFORMES,Passeridae,španjolski vrabac
9243,Passer italiae,PAL,PASSERIFORMES,Passeridae,talijanski vrabac
9244,Passer domesticus,"PAL, OR, AF",PASSERIFORMES,Passeridae,vrabac
9245,Passer castanopterus,AF,PASSERIFORMES,Passeridae,somalijski vrabac
9246,Passer iagoensis,AF,PASSERIFORMES,Passeridae,zelenortski vrabac
9247,Passer simplex,AF,PASSERIFORMES,Passeridae,pustinjski vrabac
9248,Passer zarudnyi,PAL,PASSERIFORMES,Passeridae,sivoleđi vrabac
9249,Passer euchlorus,"AF, PAL",PASSERIFORMES,Passeridae,arabijski vrabac
9250,Passer luteus,AF,PASSERIFORMES,Passeridae,zlatni vrabac
9251,Passer moabiticus,PAL,PASSERIFORMES,Passeridae,mrtvomorski vrabac
9252,Bubalornis albirostris,AF,PASSERIFORMES,Ploceidae,bjelokljuna pletilja
9253,Bubalornis niger,AF,PASSERIFORMES,Ploceidae,pletilja govedarica
9254,Dinemellia dinemelli,AF,PASSERIFORMES,Ploceidae,bjeloglava pletilja
9255,Plocepasser mahali,AF,PASSERIFORMES,Ploceidae,bjelotrba pletilja
9256,Plocepasser superciliosus,AF,PASSERIFORMES,Ploceidae,riđokapa pletilja
9257,Plocepasser donaldsoni,AF,PASSERIFORMES,Ploceidae,pjegavokapa pletilja
9258,Plocepasser rufoscapulatus,AF,PASSERIFORMES,Ploceidae,riđoleđa pletilja
9259,Histurgops ruficauda,AF,PASSERIFORMES,Ploceidae,riđorepa pletilja
9260,Pseudonigrita arnaudi,AF,PASSERIFORMES,Ploceidae,sivokapa pletilja
9261,Pseudonigrita cabanisi,AF,PASSERIFORMES,Ploceidae,crnokapa pletilja
9262,Philetairus socius,AF,PASSERIFORMES,Ploceidae,smeđokapa pletilja
9263,Sporopipes squamifrons,AF,PASSERIFORMES,Ploceidae,ljuskastočela pletilja
9264,Sporopipes frontalis,AF,PASSERIFORMES,Ploceidae,pjegavočela pletilja
9265,Amblyospiza albifrons,AF,PASSERIFORMES,Ploceidae,krupnokljuna pletilja
9266,Ploceus baglafecht,AF,PASSERIFORMES,Ploceidae,crnolica pletilja
9267,Ploceus bannermani,AF,PASSERIFORMES,Ploceidae,maslinastokrila pletilja
9268,Ploceus batesi,AF,PASSERIFORMES,Ploceidae,kamerunska pletilja
9269,Ploceus nigrimentus,AF,PASSERIFORMES,Ploceidae,crnogrla pletilja
9270,Ploceus bertrandi,AF,PASSERIFORMES,Ploceidae,narančastočela pletilja
