,IOC,Breeding Range,Order,Family,Chinese
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,泰国山鹧鸪
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,栗头山鹧鸪
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,海南山鹧鸪
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,台湾山鹧鸪
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,白颊山鹧鸪
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,褐胸山鹧鸪
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,橙颈山鹧鸪
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,赤胸山鹧鸪
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,马来山鹧鸪
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,罗氏山鹧鸪
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,苏门答腊山鹧鸪
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,棕腹山鹧鸪
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,灰胸山鹧鸪
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,雪鹑
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,血雉
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,黑头角雉
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,红胸角雉
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,灰腹角雉
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,红腹角雉
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,黄腹角雉
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,红喉雉鹑
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,黄喉雉鹑
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,棕尾虹雉
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,白尾梢虹雉
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,绿尾虹雉
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,勺鸡
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,火鸡
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,眼斑火鸡
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,花尾榛鸡
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,斑尾榛鸡
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,柳雷鸟
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,岩雷鸟
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,镰翅鸡
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,西方松鸡
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,黑嘴松鸡
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,黑琴鸡
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,高加索黑琴鸡
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,长嘴山鹑
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,白腹长嘴山鹑
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,高原山鹑
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,灰山鹑
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,斑翅山鹑
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,铜长尾雉
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,白冠长尾雉
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,黑长尾雉
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,白颈长尾雉
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,黑颈长尾雉
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,红腹锦鸡
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,白腹锦鸡
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,雉鸡
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,绿雉
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,彩雉
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,藏马鸡
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,白马鸡
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,褐马鸡
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,蓝马鸡
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,爱氏鹇
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,蓝腹鹇
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,鳞背鹇
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,黑鹇
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,白鹇
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,棕尾火背鹇
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,婆罗洲火背鹇
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,戴氏火背鹇
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,黑尾鹇
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,马来火背鹇
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,凤冠火背鹇
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,冠眼斑雉
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,马来冠眼斑雉
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,大眼斑雉
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,刚果孔雀
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,蓝孔雀
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,绿孔雀
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,绿脚树鹧鸪
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,栗胸树鹧鸪
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,沙巴树鹧鸪
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,红头林鹧鸪
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,赤鸡鹑
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,彩鸡鹑
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,斯里兰卡鸡鹑
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,巴拉望孔雀雉
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,加里曼丹孔雀雉
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,凤冠孔雀雉
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,眼斑孔雀雉
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,海南孔雀雉
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,灰孔雀雉
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,山孔雀雉
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,铜尾孔雀雉
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,棕胸竹鸡
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,灰胸竹鸡
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,台湾竹鸡
431,Gallus varius,OR,GALLIFORMES,Phasianidae,绿原鸡
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,红原鸡
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,灰原鸡
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,蓝喉原鸡
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,林鹧鸪
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,凤头鹧鸪
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,灰鹧鸪
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,沼泽鹧鸪
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,中华鹧鸪
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,黑鹧鸪
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,花彩鹧鸪
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,栗顶鹧鸪
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,白喉鹧鸪
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,栗喉鹧鸪
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,环颈鹧鸪
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,红翅鹧鸪
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,芬氏鹧鸪
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,高地鹧鸪
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,埃尔贡鹧鸪
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,灰翅鹧鸪
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,橙翅斑鹧鸪
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,谢氏鹧鸪
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,怀氏鹧鸪
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,藏雪鸡
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,阿尔泰雪鸡
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,高加索雪鸡
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,里海雪鸡
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,暗腹雪鸡
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,漠鹑
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,沙鹑
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,褐鹌鹑
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,雪山鹑
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,蓝胸鹑
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,非洲蓝鹑
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,马岛鹑
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,西鹌鹑
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,鹌鹑
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,花脸鹌鹑
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,黑胸鹌鹑
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,澳洲鹌鹑
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,北非石鸡
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,阿拉伯石鸡
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,红腿石鸡
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,石鸡
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,欧石鸡
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,黑脸石鸡
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,大石鸡
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,丛林鹑
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,岩林鹑
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,红嘴林鹑
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,阿萨姆林鹑
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,哈氏鹧鸪
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,喀麦隆鹧鸪
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,艳鹧鸪
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,栗枕鹧鸪
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,棕顶鹧鸪
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,淡腹鹧鸪
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,斯维氏鹧鸪
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,褐顶鹧鸪
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,灰纹鹧鸪
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,肯尼亚鹧鸪
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,红嘴鹧鸪
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,南非鹧鸪
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,纳塔尔鹧鸪
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,希氏鹧鸪
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,双距鹧鸪
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,鳞斑鹧鸪
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,黄嘴鹧鸪
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,红眶鹧鸪
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,海氏鹧鸪
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,斯氏鹧鸪
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,黄颈鹧鸪
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,彩鹧鸪
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,红喉鹧鸪
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,斑毛腿夜鹰
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,白喉毛腿夜鹰
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,所罗门毛腿夜鹰
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,新喀毛腿夜鹰
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,环颈毛腿夜鹰
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,巴布亚毛腿夜鹰
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,阿氏毛腿夜鹰
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,马来毛腿夜鹰
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,毛腿耳夜鹰
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,领夜鹰
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,纳昆达夜鹰
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,小白喉夜鹰
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,沙色夜鹰
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,小灰眉夜鹰
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,美洲夜鹰
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,半领夜鹰
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,棕腹夜鹰
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,斑尾夜鹰
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,巴伊亚夜鹰
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,暗色夜鹰
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,侏夜鹰
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,帕拉夜鹰
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,灌丛夜鹰
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,托氏夜鹰
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,小夜鹰
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,委内瑞拉夜鹰
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,卡宴夜鹰
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,镰翅夜鹰
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,白翅夜鹰
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,斑翅夜鹰
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,小斑翅夜鹰
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,小燕尾夜鹰
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,大燕尾夜鹰
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,白尾夜鹰
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,白斑尾夜鹰
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,梯尾夜鹰
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,剪尾夜鹰
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,燕尾夜鹰
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,查岛夜鹰
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,耳夜鹰
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,尤卡坦夜鹰
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,黑夜鹰
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,北美小夜鹰
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,棕夜鹰
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,褐领夜鹰
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,尤卡褐领夜鹰
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,丝尾夜鹰
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,黄领夜鹰
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,美洲乌夜鹰
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,非洲褐夜鹰
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,红颈夜鹰
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,丛林夜鹰
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,普通夜鹰
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,帕劳夜鹰
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,欧夜鹰
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,乌夜鹰
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,棕颊夜鹰
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,埃及夜鹰
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,塞氏夜鹰
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,努比亚夜鹰
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,金夜鹰
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,印度长尾夜鹰
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,长尾夜鹰
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,米氏夜鹰
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,安达曼夜鹰
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,菲律宾夜鹰
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,苏拉夜鹰
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,德氏夜鹰
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,非洲夜鹰
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,灰头夜鹰
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,印度夜鹰
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,马岛夜鹰
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,非洲白尾夜鹰
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,内基萨夜鹰
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,纯色夜鹰
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,星斑夜鹰
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,林夜鹰
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,雀斑夜鹰
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,白喉夜鹰
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,萨氏夜鹰
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,普氏夜鹰
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,贝氏夜鹰
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,非洲长尾夜鹰
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,细尾夜鹰
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,方尾夜鹰
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,旗翅夜鹰
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,翎翅夜鹰
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,油夜鹰
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,棕钩嘴夜鹰
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,大钩嘴夜鹰
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,长尾钩嘴夜鹰
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,北钩嘴夜鹰
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,钩嘴夜鹰
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,安第斯钩嘴夜鹰
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,白翅钩嘴夜鹰
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,云斑蛙口夜鹰
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,巴布亚蛙口夜鹰
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,茶色蛙口夜鹰
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,所罗门蛙口夜鹰
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,大蛙口夜鹰
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,栗颊蛙口夜鹰
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,菲律宾蛙口夜鹰
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,鳞腹蛙口夜鹰
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,领蛙口夜鹰
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,黑顶蟆口鸱
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,苍头蛙口夜鹰
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,婆罗洲蛙口夜鹰
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,爪哇蛙口夜鹰
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,星喉蟆口鸱
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,巴拉望蟆口鸱
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,巽他蛙口夜鹰
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,大裸鼻夜鹰
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,星斑裸鼻夜鹰
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,冠裸鼻夜鹰
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,华氏裸鼻夜鹰
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,灰裸鼻夜鹰
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,新喀裸鼻夜鹰
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,斑裸鼻夜鹰
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,弗格克裸鼻夜鹰
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,澳洲裸鼻夜鹰
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,凤头雨燕
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,灰腰凤头雨燕
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,小须凤头雨燕
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,须凤头雨燕
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,斑额黑雨燕
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,白颏黑雨燕
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,白额黑雨燕
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,乌黑雨燕
634,Cypseloides rothschildi,SA,APODIFORMES,Apodidae,罗氏黑雨燕
635,Cypseloides niger,"NA, MA",APODIFORMES,Apodidae,黑雨燕
636,Cypseloides lemosi,SA,APODIFORMES,Apodidae,白胸黑雨燕
637,Cypseloides senex,SA,APODIFORMES,Apodidae,大黑雨燕
638,Streptoprocne phelpsi,SA,APODIFORMES,Apodidae,费氏黑雨燕
639,Streptoprocne rutila,"MA, SA",APODIFORMES,Apodidae,栗领黑雨燕
640,Streptoprocne zonaris,"MA, SA, NA",APODIFORMES,Apodidae,白领黑雨燕
641,Streptoprocne biscutata,SA,APODIFORMES,Apodidae,巴西黑雨燕
642,Streptoprocne semicollaris,MA,APODIFORMES,Apodidae,白枕黑雨燕
643,Hydrochous gigas,OR,APODIFORMES,Apodidae,瀑布雨燕
644,Collocalia affinis,OR,APODIFORMES,Apodidae,毛趾金丝燕
645,Collocalia marginata,OR,APODIFORMES,Apodidae,灰腰金丝燕
646,Collocalia isonota,OR,APODIFORMES,Apodidae,岗顶金丝燕
647,Collocalia sumbawae,OR,APODIFORMES,Apodidae,东南金丝燕
648,Collocalia neglecta,OR,APODIFORMES,Apodidae,淡褐金丝燕
649,Collocalia esculenta,"OR, AU",APODIFORMES,Apodidae,白腹金丝燕
650,Collocalia uropygialis,AU,APODIFORMES,Apodidae,缎蓝金丝燕
