,IOC,Breeding Range,Order,Family,Lithuanian
321,Odontophorus leucolaemus,MA,GALLIFORMES,Odontophoridae,baltagurklė miškinė putpelė
322,Odontophorus balliviani,SA,GALLIFORMES,Odontophoridae,dryžaveidė miškinė putpelė
323,Odontophorus stellatus,SA,GALLIFORMES,Odontophoridae,žvaigždėtoji miškinė putpelė
324,Odontophorus guttatus,MA,GALLIFORMES,Odontophoridae,kuoduotoji miškinė putpelė
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,giedančioji putpelė
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,Montesumos verkiančioji putpelė
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,paprastoji verkiančioji putpelė
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,ilgakojė putpelė
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,tanzaninė kurapka
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubeho tanzaninė kurapka
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,rudoji kurapka
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,kuoduotoji kurapka
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,juodoji kurapka
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,paprastoji krūmyninė kurapka
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,sičuaninė krūmyninė kurapka
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,rusvagurklė krūmyninė kurapka
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,kininė krūmyninė kurapka
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,raudongurklė krūmyninė kurapka
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,raudonsnapė krūmyninė kurapka
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Partridge
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,rudagalvė krūmyninė kurapka
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,hainaninė krūmyninė kurapka
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,taivaninė krūmyninė kurapka
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,baltaskruostė krūmyninė kurapka
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,rudakrūtė krūmyninė kurapka
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Davido krūmyninė kurapka
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,kalimantaninė krūmyninė kurapka
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,malaizinė krūmyninė kurapka
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Rolio krūmyninė kurapka
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,sumatrinė krūmyninė kurapka
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,javinė krūmyninė kurapka
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,pilkakrūtė krūmyninė kurapka
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,snieginė kurapka
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,raudonasis fazanas
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,juodagalvis satyras
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,raudonasis satyras
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Blaito satyras
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Teminko satyras
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Kaboto satyras
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Vero monalas
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,rusvagurklis monalas
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,himalajinis trumpauodegis fazanas
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Skleterio trumpauodegis fazanas
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,kininis trumpauodegis fazanas
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,koklas
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,laukinis kalakutas
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,akiniuotasis kalakutas
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,paprastoji jerubė
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Severcovo jerubė
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,paprastoji žvyrė
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,tundrinė žvyrė
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,sibirinis tetervinas
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,vakarinis kurtinys
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,mažasnapis kurtinys
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,eurazinis tetervinas
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,kaukazinis tetervinas
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,ilgasnapė kurapka
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Dulit Partridge
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,tibetinė kurapka
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,pilkoji kurapka
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,daūrinė kurapka
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,varinis fazanas
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,karališkasis fazanas
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,japoninis fazanas
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Elioto fazanas
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,mianmarinis fazanas
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,auksinis fazanas
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,deimantinis fazanas
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,medžiojamasis fazanas
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,žaliasis fazanas
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,himalajinis fazanas
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,tibetinis ausytasis fazanas
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,baltasis ausytasis fazanas
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,mandžiūrinis ausytasis fazanas
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,melsvasis ausytasis fazanas
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Edvardso lofura
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Svaino lofura
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Bulverio lofura
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,juodoji lofura
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,sidabrinė lofura
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,geltonuodegė lofura
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,tailandinė lofura
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,salvadorinė lofura
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,kuoduotoji lofura
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,kuoduotasis argusas
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malayan Crested Argus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argusas
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,konginis povas
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,paprastasis povas
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,žaliasis povas
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,žalsvakojė krūmyninė kurapka
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,žvynuotakrūtė krūmyninė kurapka
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,raudongalvė kurapka
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,raudonoji pentinuotoji kurapka
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,puošnioji pentinuotoji kurapka
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,šrilankinė pentinuotoji kurapka
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,filipininis povinis fazanas
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,bornėjinis povinis fazanas
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,malajinis povinis fazanas
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,rudasis povinis fazanas
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Hainan Peacock-Pheasant
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,pilkasis povinis fazanas
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,kalninis povinis fazanas
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,bronzauodegis povinis fazanas
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,kalninė bambukinė kurapka
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,kininė bambukinė kurapka
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Taiwan Bamboo Partridge
431,Gallus varius,OR,GALLIFORMES,Phasianidae,žalioji džiunglinė višta
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,bankivinė višta
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,pilkoji džiunglinė višta
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,šrilankinė džiunglinė višta
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,miškinis frankolinas
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,kuoduotasis frankolinas
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,pilkasis frankolinas
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,pelkinis frankolinas
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,kininis frankolinas
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,juodasis frankolinas
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,indinis frankolinas
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Pietų Afrikos frankolinas
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,baltagurklis frankolinas
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Šlėgelio frankolinas
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,žieduotasis frankolinas
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,raudonsparnis frankolinas
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Finšo frankolinas
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,viržyninis frankolinas
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,pilkasparnis frankolinas
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,kurapkinis frankolinas
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Šelio frankolinas
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,tibetinis ularas
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,altajinis ularas
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,kaukazinis ularas
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,kaspijinis ularas
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,himalajinis ularas
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,persijinė stepinė kurapka
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,arabinė stepinė kurapka
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,tasmaninė putpelė
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Naujosios Gvinėjos putpelė
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,azijinė melsvoji putpelė
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,afrikinė melsvoji putpelė
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,madagaskarinė kurapka
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,paprastoji putpelė
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,japoninė putpelė
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,spalvingoji putpelė
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,juodakrūtė putpelė
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,australinė putpelė
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,barzdotasis keklikas
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,juodagalvis keklikas
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,raudonkojis keklikas
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,kalninis keklikas
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,akmeninis keklikas
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,juodagurklis keklikas
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Prževalskio keklikas
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,azijinė džiunglinė putpelė
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,kalninė džiunglinė putpelė
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,raiboji džiunglinė putpelė
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,manipurinė džiunglinė putpelė
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,kalninis frankolinas
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,kamerūninis frankolinas
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,puošnusis frankolinas
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,rudasprandis frankolinas
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,sudaninis frankolinas
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,džibutinis frankolinas
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,angolinis frankolinas
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,gambinis frankolinas
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,pilkadryžis frankolinas
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,keninis frankolinas
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,raudonsnapis frankolinas
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,kapinis frankolinas
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,natalinis frankolinas
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Rytų Afrikos frankolinas
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,dvipentinis frankolinas
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,žvynuotasis frankolinas
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,geltonsnapis frankolinas
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,savaninis frankolinas
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,etiopinis frankolinas
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Sveinsono frankolinas
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,geltonkaklis frankolinas
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,pilkakrūtis frankolinas
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,raudongurklis frankolinas
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,dėmėtasis Pietų Azijos lėlys
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,baltagurklis Pietų Azijos lėlys
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Solomons Nightjar
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,New Caledonian Nightjar
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,šėtoniškasis Pietų Azijos lėlys
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,papuasinis Pietų Azijos lėlys
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,kalninis Pietų Azijos lėlys
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Teminko Pietų Azijos lėlys
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,didysis Pietų Azijos lėlys
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,apykaklėtasis lėlys
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,baltapilvis lėlys
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,nykštukinis sutemų lėlys
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,smėlinis sutemų lėlys
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,mažasis sutemų lėlys
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,paprastasis sutemų lėlys
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,trumpauodegis apykaklėtasis lėlys
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,rusvapilvis apykaklėtasis lėlys
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,dryžauodegis lėlys
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,brazilinis sutemų lėlys
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,juosvasis lėlys
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,lėlys mažylis
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,baltakaklis lėlys
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,ekvadorinis lėlys
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Todo lėlys
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,mažasis lėlys
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,venesuelinis lėlys
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,kajeninis lėlys
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,plačiasparnis lėlys
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,baltasparnis lėlys
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,dryžasparnis lėlys
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Tschudi's Nightjar
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,skeltauodegis kregždinis lėlys
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lyrauodegis kregždinis lėlys
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,baltauodegis lėlys
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,dėmėtauodegis lėlys
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Pietų Amerikos lėlys
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,brazilinis lėlys
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,lyrauodegis lėlys
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,čokinis amerikinis lėlys
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,ausuotasis amerikinis lėlys
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,jukataninis amerikinis lėlys
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,akiniuotasis amerikinis lėlys
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,baltagurklis lėlys
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,rusvasis lėlys
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Salvino lėlys
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,gvatemalinis lėlys
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,šilkauodegis lėlys
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,geltonkaklis lėlys
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,tamsusis lėlys
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,rudasis lėlys
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,rudakaklis lėlys
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,džiunglinis lėlys
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Grey Nightjar
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Palau Nightjar
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,europinis lėlys
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,dėmėtasparnis lėlys
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,rusvaskruostis lėlys
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,egiptinis lėlys
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Saikso lėlys
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,nubinis lėlys
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,puošnusis lėlys
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Džerdono lėlys
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,stambiauodegis lėlys
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,sumbinis lėlys
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,andamaninis lėlys
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,filipininis lėlys
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,sulavesinis lėlys
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Donaldsono lėlys
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,rusvakaklis lėlys
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,abisininis lėlys
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,indinis lėlys
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,madagaskarinis lėlys
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,natalinis lėlys
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,etiopinis lėlys
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,blyškusis lėlys
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,žvaigždėtasis lėlys
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,savaninis lėlys
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,šlakuotasis lėlys
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Bonaparto lėlys
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Salvadorio lėlys
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Prigožino lėlys
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Beitso lėlys
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,ilgauodegis lėlys
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,laibauodegis lėlys
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,mozambikinis lėlys
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,didžiasparnis lėlys
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,vėliavasparnis lėlys
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,guacharas
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,rusvasis didlėlys
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,milžiniškasis didlėlys
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,ilgauodegis didlėlys
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,jamaikinis didlėlys
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,pilkasis didlėlys
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,andinis didlėlys
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,baltasparnis didlėlys
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,marmurinis pelėdinis lėlys
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,papuasinis pelėdinis lėlys
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,rudasis pelėdinis lėlys
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Solomons Frogmouth
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,didysis varliažiotis
