,IOC,Breeding Range,Order,Family,Danish
9749,Crithagra melanochroa,AF,PASSERIFORMES,Fringillidae,Tanzaniasisken
9750,Crithagra leucoptera,AF,PASSERIFORMES,Fringillidae,Hvidvinget Sisken
9751,Linaria flavirostris,PAL,PASSERIFORMES,Fringillidae,Bjergirisk
9752,Linaria cannabina,PAL,PASSERIFORMES,Fringillidae,Tornirisk
9753,Linaria yemenensis,PAL,PASSERIFORMES,Fringillidae,Yementornirisk
9754,Linaria johannis,AF,PASSERIFORMES,Fringillidae,Somalitornirisk
9755,Acanthis flammea,"PAL, NA",PASSERIFORMES,Fringillidae,Gråsisken
9756,Acanthis cabaret,PAL,PASSERIFORMES,Fringillidae,Lille Gråsisken
9757,Acanthis hornemanni,"PAL, NA",PASSERIFORMES,Fringillidae,Hvidsisken
9758,Loxia pytyopsittacus,PAL,PASSERIFORMES,Fringillidae,Stor Korsnæb
9759,Loxia scotica,PAL,PASSERIFORMES,Fringillidae,Skotsk Korsnæb
9760,Loxia curvirostra,"PAL, OR, NA, MA",PASSERIFORMES,Fringillidae,Lille Korsnæb
9761,Loxia leucoptera,"PAL, NA",PASSERIFORMES,Fringillidae,Hvidvinget Korsnæb
9762,Chrysocorythus estherae,"OR, AU",PASSERIFORMES,Fringillidae,Indonesisk Sisken
9763,Chrysocorythus mindanensis,OR,PASSERIFORMES,Fringillidae,Mindanaosisken
9764,Carduelis carduelis,PAL,PASSERIFORMES,Fringillidae,Stillits
9765,Carduelis citrinella,PAL,PASSERIFORMES,Fringillidae,Citronsisken
9766,Carduelis corsicana,PAL,PASSERIFORMES,Fringillidae,Brunrygget Citronsisken
9767,Serinus pusillus,PAL,PASSERIFORMES,Fringillidae,Rødpandet Irisk
9768,Serinus serinus,"PAL, AF",PASSERIFORMES,Fringillidae,Gulirisk
9769,Serinus syriacus,"PAL, AF",PASSERIFORMES,Fringillidae,Syrisk Gulirisk
9770,Serinus canaria,AF,PASSERIFORMES,Fringillidae,Kanariefugl
9771,Serinus canicollis,AF,PASSERIFORMES,Fringillidae,Grånakket Sisken
9772,Serinus flavivertex,AF,PASSERIFORMES,Fringillidae,Gulkronet Sisken
9773,Serinus nigriceps,AF,PASSERIFORMES,Fringillidae,Etiopersisken
9774,Serinus alario,AF,PASSERIFORMES,Fringillidae,Alariosisken
9775,Spinus thibetanus,OR,PASSERIFORMES,Fringillidae,Tibetsisken
9776,Spinus lawrencei,"NA, MA",PASSERIFORMES,Fringillidae,Pragtsisken
9777,Spinus tristis,"NA, MA",PASSERIFORMES,Fringillidae,Guldsisken
9778,Spinus psaltria,"NA, MA, SA",PASSERIFORMES,Fringillidae,Mexicosisken
9779,Spinus spinus,PAL,PASSERIFORMES,Fringillidae,Grønsisken
9780,Spinus pinus,"NA, MA",PASSERIFORMES,Fringillidae,Fyrresisken
9781,Spinus atriceps,MA,PASSERIFORMES,Fringillidae,Guatemalasisken
9782,Spinus notatus,MA,PASSERIFORMES,Fringillidae,Sortbrystet Sisken
9783,Spinus barbatus,SA,PASSERIFORMES,Fringillidae,Skægsisken
9784,Spinus xanthogastrus,"MA, SA",PASSERIFORMES,Fringillidae,Gulbuget Sisken
9785,Spinus olivaceus,SA,PASSERIFORMES,Fringillidae,Olivensisken
9786,Spinus magellanicus,SA,PASSERIFORMES,Fringillidae,Hættesisken
9787,Spinus siemiradzkii,SA,PASSERIFORMES,Fringillidae,Safransisken
9788,Spinus yarrellii,SA,PASSERIFORMES,Fringillidae,Yarrellsisken
9789,Spinus cucullatus,SA,PASSERIFORMES,Fringillidae,Kapucinersisken
9790,Spinus atratus,SA,PASSERIFORMES,Fringillidae,Sortsisken
9791,Spinus uropygialis,SA,PASSERIFORMES,Fringillidae,Kordillersisken
9792,Spinus crassirostris,SA,PASSERIFORMES,Fringillidae,Tyknæbssisken
9793,Spinus spinescens,SA,PASSERIFORMES,Fringillidae,Andessisken
9794,Chlorophonia elegantissima,MA,PASSERIFORMES,Fringillidae,Pragteuphonia
9795,Chlorophonia cyanocephala,SA,PASSERIFORMES,Fringillidae,Sortpandet Euphonia
9796,Chlorophonia cyanea,SA,PASSERIFORMES,Fringillidae,Blårygget Organist
9797,Chlorophonia pyrrhophrys,SA,PASSERIFORMES,Fringillidae,Brunbuget Organist
9798,Chlorophonia flavirostris,SA,PASSERIFORMES,Fringillidae,Gulnæbbet Organist
9799,Chlorophonia occipitalis,MA,PASSERIFORMES,Fringillidae,Blåisset Organist
9800,Chlorophonia callophrys,MA,PASSERIFORMES,Fringillidae,Gyldenbrynet Organist
9801,Euphonia saturata,SA,PASSERIFORMES,Fringillidae,Orangekronet Euphonia
9802,Euphonia plumbea,SA,PASSERIFORMES,Fringillidae,Blygrå Euphonia
9803,Euphonia chlorotica,SA,PASSERIFORMES,Fringillidae,Purpurstrubet Euphonia
9804,Euphonia finschi,SA,PASSERIFORMES,Fringillidae,Orangeisset Euphonia
9805,Euphonia concinna,SA,PASSERIFORMES,Fringillidae,Fløjlspandet Euphonia
9806,Euphonia trinitatis,SA,PASSERIFORMES,Fringillidae,Trinidadeuphonia
9807,Euphonia godmani,MA,PASSERIFORMES,Fringillidae,Hvidgumpet Krateuphonia
9808,Euphonia affinis,MA,PASSERIFORMES,Fringillidae,Krateuphonia
9809,Euphonia luteicapilla,MA,PASSERIFORMES,Fringillidae,Gulkronet Euphonia
9810,Euphonia chrysopasta,SA,PASSERIFORMES,Fringillidae,Hvidtøjlet Skoveuphonia
9811,Euphonia minuta,"MA, SA",PASSERIFORMES,Fringillidae,Hvidgumpet Skoveuphonia
9812,Euphonia chalybea,SA,PASSERIFORMES,Fringillidae,Stålblå Euphonia
9813,Euphonia violacea,SA,PASSERIFORMES,Fringillidae,Violblå Euphonia
9814,Euphonia hirundinacea,MA,PASSERIFORMES,Fringillidae,Gulpandet Euphonia
9815,Euphonia laniirostris,"MA, SA",PASSERIFORMES,Fringillidae,Tyknæbseuphonia
9816,Euphonia imitans,MA,PASSERIFORMES,Fringillidae,Skoveuphonia
9817,Euphonia gouldi,MA,PASSERIFORMES,Fringillidae,Brunrygget Skoveuphonia
9818,Euphonia fulvicrissa,"MA, SA",PASSERIFORMES,Fringillidae,Kanelbuget Skoveuphonia
9819,Euphonia anneae,"MA, SA",PASSERIFORMES,Fringillidae,Brunisset Skoveuphonia
9820,Euphonia xanthogaster,"MA, SA",PASSERIFORMES,Fringillidae,Orangebuget Skoveuphonia
9821,Euphonia mesochrysa,SA,PASSERIFORMES,Fringillidae,Bronzegrøn Skoveuphonia
9822,Euphonia cayennensis,SA,PASSERIFORMES,Fringillidae,Blåsort Skoveuphonia
9823,Euphonia rufiventris,SA,PASSERIFORMES,Fringillidae,Rustbuget Skoveuphonia
9824,Euphonia pectoralis,SA,PASSERIFORMES,Fringillidae,Kastanjebuget Skoveuphonia
9825,Calcarius lapponicus,"NA, PAL",PASSERIFORMES,Calcariidae,Lapværling
9826,Plectrophenax nivalis,"NA, PAL",PASSERIFORMES,Calcariidae,Snespurv
9827,Rhodinocichla rosea,"MA, SA",PASSERIFORMES,Rhodinocichlidae,Rosenbrystet Tangar
9828,Emberiza lathami,OR,PASSERIFORMES,Emberizidae,Topværling
9829,Emberiza siemsseni,PAL,PASSERIFORMES,Emberizidae,Blåværling
9830,Emberiza calandra,PAL,PASSERIFORMES,Emberizidae,Bomlærke
9831,Emberiza citrinella,PAL,PASSERIFORMES,Emberizidae,Gulspurv
9832,Emberiza leucocephalos,PAL,PASSERIFORMES,Emberizidae,Hvidkindet Værling
9833,Emberiza cia,PAL,PASSERIFORMES,Emberizidae,Klippeværling
9834,Emberiza godlewskii,PAL,PASSERIFORMES,Emberizidae,Bjergværling
9835,Emberiza cioides,PAL,PASSERIFORMES,Emberizidae,Engværling
9836,Emberiza stewarti,OR,PASSERIFORMES,Emberizidae,Sortstrubet Værling
9837,Emberiza jankowskii,PAL,PASSERIFORMES,Emberizidae,Brunbuget Værling
9838,Emberiza buchanani,PAL,PASSERIFORMES,Emberizidae,Bjerghortulan
9839,Emberiza cineracea,PAL,PASSERIFORMES,Emberizidae,Gulgrå Værling
9840,Emberiza hortulana,PAL,PASSERIFORMES,Emberizidae,Hortulan
9841,Emberiza caesia,PAL,PASSERIFORMES,Emberizidae,Rustværling
9842,Emberiza cirlus,"PAL, AF",PASSERIFORMES,Emberizidae,Gærdeværling
9843,Emberiza striolata,"PAL, AF",PASSERIFORMES,Emberizidae,Stribet Værling
9844,Emberiza sahari,AF,PASSERIFORMES,Emberizidae,Saharaværling
9845,Emberiza impetuani,AF,PASSERIFORMES,Emberizidae,Sandværling
9846,Emberiza tahapisi,AF,PASSERIFORMES,Emberizidae,Afrikansk Klippeværling
9847,Emberiza goslingi,AF,PASSERIFORMES,Emberizidae,Gosling's Bunting
9848,Emberiza socotrana,AF,PASSERIFORMES,Emberizidae,Socotraværling
9849,Emberiza capensis,AF,PASSERIFORMES,Emberizidae,Kapværling
9850,Emberiza tristrami,PAL,PASSERIFORMES,Emberizidae,Tristramværling
9851,Emberiza fucata,PAL,PASSERIFORMES,Emberizidae,Brunøret Værling
9852,Emberiza pusilla,PAL,PASSERIFORMES,Emberizidae,Dværgværling
9853,Emberiza chrysophrys,PAL,PASSERIFORMES,Emberizidae,Gulbrynet Værling
9854,Emberiza rustica,PAL,PASSERIFORMES,Emberizidae,Pileværling
9855,Emberiza elegans,PAL,PASSERIFORMES,Emberizidae,Gulstrubet Værling
9856,Emberiza aureola,PAL,PASSERIFORMES,Emberizidae,Gulbrystet Værling
9857,Emberiza poliopleura,AF,PASSERIFORMES,Emberizidae,Somaliværling
9858,Emberiza flaviventris,AF,PASSERIFORMES,Emberizidae,Gulbuget Værling
9859,Emberiza affinis,AF,PASSERIFORMES,Emberizidae,Brungumpet Værling
9860,Emberiza cabanisi,AF,PASSERIFORMES,Emberizidae,Sortkindet Værling
9861,Emberiza rutila,PAL,PASSERIFORMES,Emberizidae,Rødværling
9862,Emberiza koslowi,PAL,PASSERIFORMES,Emberizidae,Tibetværling
9863,Emberiza melanocephala,PAL,PASSERIFORMES,Emberizidae,Hætteværling
9864,Emberiza bruniceps,PAL,PASSERIFORMES,Emberizidae,Brunhovedet Værling
9865,Emberiza sulphurata,PAL,PASSERIFORMES,Emberizidae,Japansk Værling
9866,Emberiza spodocephala,PAL,PASSERIFORMES,Emberizidae,Gråhovedet Værling
9867,Emberiza personata,PAL,PASSERIFORMES,Emberizidae,Maskeværling
9868,Emberiza variabilis,PAL,PASSERIFORMES,Emberizidae,Gråværling
9869,Emberiza pallasi,PAL,PASSERIFORMES,Emberizidae,Sibirisk Rørspurv
9870,Emberiza yessoensis,PAL,PASSERIFORMES,Emberizidae,Japansk Rørspurv
9871,Emberiza schoeniclus,PAL,PASSERIFORMES,Emberizidae,Rørspurv
9872,Oreothraupis arremonops,SA,PASSERIFORMES,Passerellidae,Tangarfinke
9873,Chlorospingus flavigularis,"MA, SA",PASSERIFORMES,Passerellidae,Gulstrubet Krattangar
9874,Chlorospingus parvirostris,SA,PASSERIFORMES,Passerellidae,Gulskægget Krattangar
9875,Chlorospingus canigularis,"MA, SA",PASSERIFORMES,Passerellidae,Gråstrubet Krattangar
9876,Chlorospingus pileatus,MA,PASSERIFORMES,Passerellidae,Stribehovedet Krattangar
9877,Chlorospingus flavopectus,"MA, SA",PASSERIFORMES,Passerellidae,Gulbrystet Krattangar
9878,Chlorospingus tacarcunae,"MA, SA",PASSERIFORMES,Passerellidae,Tacarcuna-krattangar
9879,Chlorospingus inornatus,MA,PASSERIFORMES,Passerellidae,Skiferhovedet Krattangar
9880,Chlorospingus semifuscus,SA,PASSERIFORMES,Passerellidae,Olivenbrun Krattangar
9881,Rhynchospiza stolzmanni,SA,PASSERIFORMES,Passerellidae,Tumbesspurv
9882,Rhynchospiza dabbenei,SA,PASSERIFORMES,Passerellidae,Yungas Sparrow
9883,Rhynchospiza strigiceps,SA,PASSERIFORMES,Passerellidae,Stribet Spurv
9884,Peucaea carpalis,"NA, MA",PASSERIFORMES,Passerellidae,Brunvinget Spurv
9885,Peucaea sumichrasti,MA,PASSERIFORMES,Passerellidae,Brunhalet Spurv
9886,Peucaea ruficauda,MA,PASSERIFORMES,Passerellidae,Brunrygget Spurv
9887,Peucaea humeralis,MA,PASSERIFORMES,Passerellidae,Sortkravet Spurv
9888,Peucaea mystacalis,MA,PASSERIFORMES,Passerellidae,Kaktusspurv
9889,Peucaea botterii,"NA, MA",PASSERIFORMES,Passerellidae,Costa Rica-spurv
9890,Peucaea cassinii,"NA, MA",PASSERIFORMES,Passerellidae,Skælrygget Spurv
9891,Ammodramus savannarum,"NA, MA",PASSERIFORMES,Passerellidae,Græshoppespurv
9892,Ammodramus humeralis,SA,PASSERIFORMES,Passerellidae,Græsspurv
9893,Ammodramus aurifrons,SA,PASSERIFORMES,Passerellidae,Gulbrynet Spurv
9894,Arremonops rufivirgatus,"NA, MA",PASSERIFORMES,Passerellidae,Olivenspurv
9895,Arremonops chloronotus,MA,PASSERIFORMES,Passerellidae,Grønrygget Olivenspurv
9896,Arremonops conirostris,"MA, SA",PASSERIFORMES,Passerellidae,Sortstribet Olivenspurv
9897,Arremonops tocuyensis,SA,PASSERIFORMES,Passerellidae,Tocuyo-olivenspurv
9898,Amphispizopsis quinquestriata,MA,PASSERIFORMES,Passerellidae,Femstribet Spurv
9899,Amphispiza bilineata,"NA, MA",PASSERIFORMES,Passerellidae,Sortstrubet Spurv
9900,Spizella passerina,"NA, MA",PASSERIFORMES,Passerellidae,Rustkronet Træspurv
9901,Spizella atrogularis,"NA, MA",PASSERIFORMES,Passerellidae,Sortstrubet Træspurv
9902,Spizella wortheni,MA,PASSERIFORMES,Passerellidae,Gråkindet Træspurv
9903,Arremon basilicus,SA,PASSERIFORMES,Passerellidae,Sierra Nevada-kratfinke
9904,Arremon perijanus,SA,PASSERIFORMES,Passerellidae,Perijá-kratfinke
9905,Arremon costaricensis,MA,PASSERIFORMES,Passerellidae,Costa Rica-kratfinke
9906,Arremon atricapillus,"MA, SA",PASSERIFORMES,Passerellidae,Sorthovedet Kratfinke
9907,Arremon phaeopleurus,SA,PASSERIFORMES,Passerellidae,Caracas-kratfinke
9908,Arremon phygas,SA,PASSERIFORMES,Passerellidae,Paria-kratfinke
9909,Arremon assimilis,SA,PASSERIFORMES,Passerellidae,Gråstribet Kratfinke
9910,Arremon torquatus,SA,PASSERIFORMES,Passerellidae,Hvidbrystet Kratfinke
9911,Arremon aurantiirostris,"MA, SA",PASSERIFORMES,Passerellidae,Orangenæbbet Farvespurv
9912,Arremon abeillei,SA,PASSERIFORMES,Passerellidae,Sortkappet Farvespurv
9913,Arremon schlegeli,SA,PASSERIFORMES,Passerellidae,Gulvinget Farvespurv
9914,Arremon taciturnus,SA,PASSERIFORMES,Passerellidae,Farvespurv
9915,Arremon franciscanus,SA,PASSERIFORMES,Passerellidae,São Francisco-farvespurv
9916,Arremon semitorquatus,SA,PASSERIFORMES,Passerellidae,Brasiliansk Farvespurv
9917,Arremon dorbignii,SA,PASSERIFORMES,Passerellidae,Moss-backed Sparrow
9918,Arremon flavirostris,SA,PASSERIFORMES,Passerellidae,Gulnæbbet Farvespurv
9919,Arremon virenticeps,MA,PASSERIFORMES,Passerellidae,Grønstribet Kratfinke
9920,Arremon brunneinucha,"MA, SA",PASSERIFORMES,Passerellidae,Brunkappet Kratfinke
9921,Arremon crassirostris,MA,PASSERIFORMES,Passerellidae,Tyknæbsfinke
9922,Arremon castaneiceps,SA,PASSERIFORMES,Passerellidae,Olivenfinke
9923,Junco vulcani,MA,PASSERIFORMES,Passerellidae,Gråbrystet Junco
9924,Junco insularis,MA,PASSERIFORMES,Passerellidae,Guadeloupe-junco
9925,Junco hyemalis,"NA, MA",PASSERIFORMES,Passerellidae,Mørkøjet Junco
9926,Junco phaeonotus,"NA, MA",PASSERIFORMES,Passerellidae,Guløjet Junco
9927,Junco bairdi,MA,PASSERIFORMES,Passerellidae,Baja-junco
9928,Zonotrichia capensis,"MA, SA",PASSERIFORMES,Passerellidae,Morgenværling
9929,Artemisiospiza belli,"NA, MA",PASSERIFORMES,Passerellidae,Sortskægget Spurv
9930,Oriturus superciliosus,MA,PASSERIFORMES,Passerellidae,Sortkindet Spurv
9931,Passerculus sandwichensis,"NA, MA",PASSERIFORMES,Passerellidae,Savannahspurv
9932,Xenospiza baileyi,MA,PASSERIFORMES,Passerellidae,Sierra Madre-spurv
9933,Pezopetes capitalis,MA,PASSERIFORMES,Passerellidae,Langtået Finke
9934,Melozone kieneri,MA,PASSERIFORMES,Passerellidae,Rustnakket Jordspurv
9935,Melozone fusca,"NA, MA",PASSERIFORMES,Passerellidae,Rustkronet Buskspurv
9936,Melozone albicollis,MA,PASSERIFORMES,Passerellidae,Hvidstrubet Buskspurv
9937,Melozone aberti,"NA, MA",PASSERIFORMES,Passerellidae,Brun Buskspurv
9938,Melozone crissalis,"NA, MA",PASSERIFORMES,Passerellidae,Californisk Buskspurv
9939,Melozone leucotis,MA,PASSERIFORMES,Passerellidae,Hvidkindet Jordspurv
9940,Melozone biarcuata,MA,PASSERIFORMES,Passerellidae,Brillejordspurv
9941,Melozone cabanisi,MA,PASSERIFORMES,Passerellidae,Costa Rica-jordspurv
9942,Aimophila rufescens,MA,PASSERIFORMES,Passerellidae,Rustisset Spurv
9943,Aimophila ruficeps,"NA, MA",PASSERIFORMES,Passerellidae,Rustkronet Spurv
9944,Aimophila notosticta,MA,PASSERIFORMES,Passerellidae,Oaxacaspurv
9945,Pipilo maculatus,"NA, MA",PASSERIFORMES,Passerellidae,Plettet Buskspurv
9946,Pipilo ocai,MA,PASSERIFORMES,Passerellidae,Rustnakket Buskspurv
9947,Atlapetes pileatus,MA,PASSERIFORMES,Passerellidae,Rustkappet Kratfinke
9948,Atlapetes albinucha,"MA, SA",PASSERIFORMES,Passerellidae,Hvidnakket Kratfinke
9949,Atlapetes tibialis,MA,PASSERIFORMES,Passerellidae,Gullåret Finke
9950,Atlapetes luteoviridis,MA,PASSERIFORMES,Passerellidae,Gulgrøn Finke
9951,Atlapetes albofrenatus,SA,PASSERIFORMES,Passerellidae,Skægkratfinke
9952,Atlapetes meridae,SA,PASSERIFORMES,Passerellidae,Merida Skægkratfinke
9953,Atlapetes personatus,SA,PASSERIFORMES,Passerellidae,Tepuíkratfinke
9954,Atlapetes melanocephalus,SA,PASSERIFORMES,Passerellidae,Santa Marta-kratfinke
9955,Atlapetes semirufus,SA,PASSERIFORMES,Passerellidae,Brunhovedet Kratfinke
9956,Atlapetes flaviceps,SA,PASSERIFORMES,Passerellidae,Olivenhovedet Kratfinke
9957,Atlapetes fuscoolivaceus,SA,PASSERIFORMES,Passerellidae,Sortrygget Kratfinke
9958,Atlapetes leucopis,SA,PASSERIFORMES,Passerellidae,Hvidøret Kratfinke
9959,Atlapetes albiceps,SA,PASSERIFORMES,Passerellidae,Hvidhovedet Kratfinke
9960,Atlapetes rufigenis,SA,PASSERIFORMES,Passerellidae,Brunøret Kratfinke
9961,Atlapetes crassus,SA,PASSERIFORMES,Passerellidae,Chocókratfinke
9962,Atlapetes tricolor,SA,PASSERIFORMES,Passerellidae,Trefarvet Kratfinke
9963,Atlapetes schistaceus,SA,PASSERIFORMES,Passerellidae,Sortøret Kratfinke
9964,Atlapetes pallidinucha,SA,PASSERIFORMES,Passerellidae,Grånakket Kratfinke
9965,Atlapetes blancae,SA,PASSERIFORMES,Passerellidae,Antioquiakratfinke
9966,Atlapetes latinuchus,SA,PASSERIFORMES,Passerellidae,Tumbeskratfinke
9967,Atlapetes nigrifrons,SA,PASSERIFORMES,Passerellidae,Black-fronted Brushfinch
9968,Atlapetes leucopterus,SA,PASSERIFORMES,Passerellidae,Hvidvinget Kratfinke
9969,Atlapetes pallidiceps,SA,PASSERIFORMES,Passerellidae,Lyshovedet Kratfinke
9970,Atlapetes seebohmi,SA,PASSERIFORMES,Passerellidae,Gråkronet Kratfinke
9971,Atlapetes nationi,SA,PASSERIFORMES,Passerellidae,Rustbuget Kratfinke
9972,Atlapetes forbesi,SA,PASSERIFORMES,Passerellidae,Brillekratfinke
9973,Atlapetes melanopsis,SA,PASSERIFORMES,Passerellidae,Maskekratfinke
9974,Atlapetes terborghi,SA,PASSERIFORMES,Passerellidae,Vilcabamba Kratfinke
9975,Atlapetes canigenis,SA,PASSERIFORMES,Passerellidae,Grå Kratfinke
9976,Atlapetes melanolaemus,SA,PASSERIFORMES,Passerellidae,Sortstrubet Kratfinke
9977,Atlapetes rufinucha,SA,PASSERIFORMES,Passerellidae,Brunkronet Kratfinke
9978,Atlapetes fulviceps,SA,PASSERIFORMES,Passerellidae,Gulbrystet Kratfinke
9979,Atlapetes citrinellus,SA,PASSERIFORMES,Passerellidae,Gulmasket Kratfinke
9980,Zeledonia coronata,MA,PASSERIFORMES,Zeledoniidae,Gærdesmuttedrossel
9981,Icteria virens,"NA, MA",PASSERIFORMES,Icteriidae,Gulbrystet Kratsmutte
9982,Xanthocephalus xanthocephalus,"NA, MA",PASSERIFORMES,Icteridae,Gulhovedet Trupial
9983,Sturnella neglecta,"NA, MA",PASSERIFORMES,Icteridae,Vestlig Englærke
9984,Sturnella magna,"NA, MA, SA",PASSERIFORMES,Icteridae,Østlig Englærke
9985,Sturnella lilianae,"NA, MA",PASSERIFORMES,Icteridae,Bleg Englærke
9986,Leistes militaris,"MA, SA",PASSERIFORMES,Icteridae,Rødbrystet Stærling
9987,Leistes superciliaris,SA,PASSERIFORMES,Icteridae,Hvidbrynet Stærling
9988,Leistes bellicosus,SA,PASSERIFORMES,Icteridae,Peruenglærke
9989,Leistes loyca,SA,PASSERIFORMES,Icteridae,Langhalet Englærke
9990,Leistes defilippii,SA,PASSERIFORMES,Icteridae,Pampasenglærke
9991,Amblycercus holosericeus,"MA, SA",PASSERIFORMES,Icteridae,Gulnæbbet Pungstær
9992,Cassiculus melanicterus,MA,PASSERIFORMES,Icteridae,Gulvinget Pungstær
9993,Psarocolius wagleri,"MA, SA",PASSERIFORMES,Icteridae,Stornæbbet Oropendola
9994,Psarocolius angustifrons,SA,PASSERIFORMES,Icteridae,Sortnæbbet Oropendola
9995,Psarocolius atrovirens,SA,PASSERIFORMES,Icteridae,Olivenoropendola
9996,Psarocolius decumanus,SA,PASSERIFORMES,Icteridae,Håret Oropendola
9997,Psarocolius viridis,SA,PASSERIFORMES,Icteridae,Grøn Oropendola
9998,Psarocolius bifasciatus,SA,PASSERIFORMES,Icteridae,Hvidkindet Oropendola
9999,Psarocolius montezuma,MA,PASSERIFORMES,Icteridae,Montezuma Oropendola
10000,Psarocolius guatimozinus,"MA, SA",PASSERIFORMES,Icteridae,Sort Oropendola
10001,Psarocolius cassini,SA,PASSERIFORMES,Icteridae,Baudo-oropendola
10002,Cacicus solitarius,SA,PASSERIFORMES,Icteridae,Grønnæbbet Pungstær
10003,Cacicus chrysopterus,SA,PASSERIFORMES,Icteridae,Gyldenvinget Pungstær
10004,Cacicus koepckeae,SA,PASSERIFORMES,Icteridae,Perupungstær
10005,Cacicus sclateri,SA,PASSERIFORMES,Icteridae,Blånæbbet Pungstær
10006,Cacicus cela,"MA, SA",PASSERIFORMES,Icteridae,Gulgumpet Pungstær
10007,Cacicus microrhynchus,"MA, SA",PASSERIFORMES,Icteridae,Subtropisk Pungstær
10008,Cacicus uropygialis,"MA, SA",PASSERIFORMES,Icteridae,Karmingumpet Pungstær
10009,Cacicus chrysonotus,SA,PASSERIFORMES,Icteridae,Sydlig Andespungstær
10010,Cacicus latirostris,SA,PASSERIFORMES,Icteridae,Brednæbbet Oropendola
10011,Cacicus oseryi,SA,PASSERIFORMES,Icteridae,Hjelmoropendola
10012,Cacicus haemorrhous,SA,PASSERIFORMES,Icteridae,Rødgumpet Pungstær
10013,Icterus parisorum,"NA, MA",PASSERIFORMES,Icteridae,Ørkentrupial
10014,Icterus chrysater,"MA, SA",PASSERIFORMES,Icteridae,Gulrygget Trupial
10015,Icterus graduacauda,"NA, MA",PASSERIFORMES,Icteridae,Sorthovedet Trupial
10016,Icterus auratus,MA,PASSERIFORMES,Icteridae,Orangetrupial
10017,Icterus gularis,"NA, MA",PASSERIFORMES,Icteridae,Altamiratrupial
10018,Icterus nigrogularis,SA,PASSERIFORMES,Icteridae,Gul Trupial
10019,Icterus pustulatus,MA,PASSERIFORMES,Icteridae,Plettet Trupial
10020,Icterus abeillei,MA,PASSERIFORMES,Icteridae,Sortflanket Trupial
10021,Icterus mesomelas,"MA, SA",PASSERIFORMES,Icteridae,Gulhalet Trupial
10022,Icterus pectoralis,MA,PASSERIFORMES,Icteridae,Pletbrystet Trupial
10023,Icterus graceannae,SA,PASSERIFORMES,Icteridae,Hvidbåndet Trupial
10024,Icterus jamacaii,SA,PASSERIFORMES,Icteridae,Campotrupial
10025,Icterus icterus,SA,PASSERIFORMES,Icteridae,Trupial
10026,Icterus croconotus,SA,PASSERIFORMES,Icteridae,Safrantrupial
10027,Icterus maculialatus,MA,PASSERIFORMES,Icteridae,Båndtrupial
10028,Icterus wagleri,MA,PASSERIFORMES,Icteridae,Sortgumpet Trupial
10029,Icterus cucullatus,"NA, MA",PASSERIFORMES,Icteridae,Tobåndet Trupial
10030,Icterus prosthemelas,MA,PASSERIFORMES,Icteridae,Sortvinget Trupial
10031,Icterus spurius,"NA, MA",PASSERIFORMES,Icteridae,Rusttrupial
10032,Icterus auricapillus,"MA, SA",PASSERIFORMES,Icteridae,Orangekronet Trupial
10033,Icterus pyrrhopterus,SA,PASSERIFORMES,Icteridae,Gulskuldret Trupial
10034,Icterus cayanensis,SA,PASSERIFORMES,Icteridae,Epaulet-trupial
10035,Agelaius tricolor,"NA, MA",PASSERIFORMES,Icteridae,Trefarvet Stærling
10036,Agelaius phoeniceus,"NA, MA",PASSERIFORMES,Icteridae,Rødvinget Stærling
10037,Molothrus rufoaxillaris,SA,PASSERIFORMES,Icteridae,Larmkostær
10038,Molothrus oryzivorus,"MA, SA",PASSERIFORMES,Icteridae,Kæmpekostær
10039,Molothrus bonariensis,"NA, SA",PASSERIFORMES,Icteridae,Silkekostær
10040,Molothrus aeneus,"NA, MA",PASSERIFORMES,Icteridae,Bronzekostær
10041,Molothrus armenti,SA,PASSERIFORMES,Icteridae,Bronzebrun Kostær
10042,Molothrus ater,"NA, MA",PASSERIFORMES,Icteridae,Brunhovedet Kostær
10043,Dives warczewiczi,SA,PASSERIFORMES,Icteridae,Kratglansstærling
10044,Dives dives,MA,PASSERIFORMES,Icteridae,Sangglansstærling
10045,Quiscalus nicaraguensis,MA,PASSERIFORMES,Icteridae,Nicaraguagrackel
10046,Quiscalus lugubris,"NA, SA",PASSERIFORMES,Icteridae,Caribergrackel
10047,Quiscalus mexicanus,"NA, MA, SA",PASSERIFORMES,Icteridae,Kragegrackel
10048,Hypopyrrhus pyrohypogaster,SA,PASSERIFORMES,Icteridae,Rødbuget Stærling
10049,Lampropsar tanagrinus,SA,PASSERIFORMES,Icteridae,Fløjlspandet Sortstær
10050,Gymnomystax mexicanus,SA,PASSERIFORMES,Icteridae,Piroltrupial
10051,Macroagelaius subalaris,SA,PASSERIFORMES,Icteridae,Colombiansk Sortstær
10052,Macroagelaius imthurni,SA,PASSERIFORMES,Icteridae,Tepuísortstær
10053,Curaeus curaeus,SA,PASSERIFORMES,Icteridae,Sydlig Stærling
10054,Amblyramphus holosericeus,SA,PASSERIFORMES,Icteridae,Rødhovedet Stærling
10055,Anumara forbesi,SA,PASSERIFORMES,Icteridae,Brasiliansk Stærling
10056,Gnorimopsar chopi,SA,PASSERIFORMES,Icteridae,Chopistærling
10057,Oreopsar bolivianus,SA,PASSERIFORMES,Icteridae,Boliviastærling
