,IOC,Breeding Range,Order,Family,Polish
322,Odontophorus balliviani,SA,GALLIFORMES,Odontophoridae,przepiór andyjski
323,Odontophorus stellatus,SA,GALLIFORMES,Odontophoridae,przepiór rdzawobrzuchy
324,Odontophorus guttatus,MA,GALLIFORMES,Odontophoridae,przepiór brązowy
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,przepiór kreskowany
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,przepiór perlisty
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,przepiór maskowy
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,przepiór rdzawolicy
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,rdzawobród
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,rdzawobród mniejszy
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,rdzawopiór
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,bezszpon
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,czarnopiór
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,pstropiór obrożny
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,pstropiór syczuański
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,pstropiór rdzawoszyi
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,pstropiór białoczelny
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,pstropiór rdzawogardły
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,pstropiór czerwonodzioby
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,pstropiór tajlandzki
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,pstropiór ciemnogrzbiety
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,pstropiór maskowy
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,pstropiór tajwański
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,pstropiór czarnogardły
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,pstropiór płowy
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,pstropiór wietnamski
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,pstropiór ciemnoboczny
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,pstropiór białowąsy
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,pstropiór rdzawopierśny
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,pstropiór sumatrzański
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,pstropiór jawajski
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,pstropiór białouchy
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,śnieżnik
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,kuropatnik
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,tragopan rudolicy
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,tragopan czerwony
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,tragopan żółtolicy
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,tragopan modrolicy
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,tragopan plamisty
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,górak rudogardły
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,górak płowogardły
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,olśniak himalajski
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,olśniak białosterny
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,olśniak zielonosterny
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,kuroczub
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,indyk (zwyczajny)
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,indyk pawi
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,jarząbek (zwyczajny)
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,jarząbek chiński
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,pardwa mszarna
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,pardwa górska
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,borowiak syberyjski
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,głuszec (zwyczajny)
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,głuszec czarnodzioby
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,cietrzew (zwyczajny)
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,cietrzew kaukaski
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,dżunglokur długodzioby
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,dżunglokur białobrzuchy
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,kuropatwa tybetańska
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,kuropatwa (zwyczajna)
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,kuropatwa wschodnia
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,bażant japoński
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,bażant królewski
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,bażant tajwański
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,bażant kasztanowaty
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,bażant birmański
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,bażant złocisty
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,bażant diamentowy
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,bażant (zwyczajny)
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,bażant pstry
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,bażant himalajski
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,uszak popielaty
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,uszak biały
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,uszak brunatny
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,uszak siwy
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,kiściec annamski
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,kiściec tajwański
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,kiściec modrolicy
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,kiściec nepalski
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,kiściec srebrzysty
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,kiściec żółtosterny
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,kiściec rdzawogrzbiety
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,kiściec syjamski
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,kiściec czarny
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,kiściec czerwonogrzbiety
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,kiściec ognisty
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,argus czubaty
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,argus górski
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argus malajski
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,paw kongijski
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,paw indyjski
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,paw złoty
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,kuropatwokur zielononogi
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,kuropatwokur
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,kuropatwokur borneański
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,szkarłatnik
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,kuropatwiak rdzawy
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,kuropatwiak siwogłowy
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,kuropatwiak cejloński
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,wieloszpon lśniący
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,wieloszpon białobrody
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,wieloszpon pawi
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,wieloszpon wietnamski
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,wieloszpon hainański
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,wieloszpon szary
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,wieloszpon rdzawogrzbiety
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,wieloszpon brązowy
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,bambusówka górska
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,bambusówka chińska
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,bambusówka rdzawoplama
431,Gallus varius,OR,GALLIFORMES,Phasianidae,kur zielony
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,(kur) bankiwa
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,kur siwy
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,kur cejloński
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,frankolin czarnogardły
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,frankolin czubaty
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,frankolin indyjski
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,frankolin bagienny
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,frankolin chiński
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,frankolin obrożny
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,frankolin malowany
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,frankolin jasnogłowy
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,frankolin białogardły
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,frankolin jarzębaty
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,frankolin zebroszyi
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,frankolin rudoskrzydły
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,frankolin rdzawolicy
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,frankolin górski
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,frankolin rdzawobrzuchy
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,frankolin szaroskrzydły
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,frankolin akacjowy
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,frankolin rdzawoboczny
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,frankolin płowy
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,ułar tybetański
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,ułar ałtajski
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,ułar kaukaski
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,ułar kaspijski
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,ułar himalajski
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,kuropatewka piaskowa
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,kuropatewka pustynna
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,przepiórka błotna
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,przepiórka nowogwinejska
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,przepiórka chińska
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,przepiórka modra
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,przepiórka madagaskarska
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,przepiórka (zwyczajna)
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,przepiórka japońska
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,przepiórka pstra
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,przepiórka indyjska
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,przepiórka rudogardła
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,góropatwa berberyjska
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,góropatwa arabska
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,góropatwa czerwona
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,góropatwa azjatycka
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,góropatwa skalna
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,góropatwa czarnogardła
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,góropatwa chińska
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,przepióreczka dżunglowa
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,przepióreczka skalna
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,przepióreczka czerwonodzioba
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,przepióreczka ciemna
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,szponiastonóg namibijski
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,szponiastonóg kameruński
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,szponiastonóg ciemny
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,szponiastonóg etiopski
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,szponiastonóg brązowogłowy
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,szponiastonóg jałowcowy
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,szponiastonóg angolski
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,szponiastonóg brązowouchy
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,szponiastonóg rudoplamy
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,szponiastonóg kenijski
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,szponiastonóg krasnodzioby
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,szponiastonóg przylądkowy
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,szponiastonóg natalski
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,szponiastonóg nadobny
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,szponiastonóg zbrojny
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,szponiastonóg łuskowany
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,szponiastonóg żółtodzioby
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,szponiastonóg pstry
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,szponiastonóg czerwonooki
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,szponiastonóg brunatny
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,szponiastonóg żółtogardły
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,szponiastonóg smugowany
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,szponiastonóg czerwonogardły
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,rogatnik kropkowany
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,rogatnik białogardły
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,rogatnik rdzawoszyi
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,rogatnik popielaty
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,rogatnik diaboliczny
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,rogatnik papuaski
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,rogatnik ciemnoskrzydły
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,rogatnik uszaty
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,rogatnik duży
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec rdzawokarkowy
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,lelczyk duży
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelczyk malutki
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelczyk blady
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelczyk ostroskrzydły
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,lelczyk mały
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelkowiec krótkosterny
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec andyjski
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec amazoński
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec kasztanowaty
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec żałobny
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec brazylijski
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelkowiec białoszyi
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec ekwadorski
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec płowy
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec szarawy
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec wenezuelski
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec gujański
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec sierposkrzydły
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec białoskrzydły
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec długodzioby
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec ubogi
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec wstęgosterny
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec lirosterny
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelkowiec białopręgi
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelkowiec białobrewy
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec widłoogonowy
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec długosterny
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec trenowy
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec kolumbijski
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec meksykański
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec jukatański
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelkowiec oczkowany
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,lelkowiec zimowy
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelkowiec rdzawy
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec obrożny
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec białosterny
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec jedwabisty
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec brązowoszyi
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,lelkowiec kostarykański
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek dwuplamy
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,lelek rdzawoszyi
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek indyjski
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek mandżurski
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek koralowy
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,lelek (zwyczajny)
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek białowąsy
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek akacjowy
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,lelek egipski
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,lelek piaskowy
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek pustynny
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek złocisty
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek ozdobny
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,lelek paskogłowy
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek sundajski
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek andamański
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek filipiński
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek celebeski
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek samotny
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek śniady
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek górski
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek krótkoskrzydły
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek malgaski
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek bagienny
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek etiopski
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek jasny
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek cętkowany
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,lelek krótkosterny
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek skalny
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek sumatrzański
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek jawajski
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek kongijski
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek dżunglowy
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek ostrosterny
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek wysmukły
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek klinosterny
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,dziwolotek flagopióry
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,dziwolotek wstęgopióry
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,tłuszczak
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,nocolot rudy
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,nocolot wielki
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,nocolot wielkosterny
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,nocolot północny
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,nocolot szary
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,nocolot andyjski
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,nocolot białoskrzydły
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,paszczak marmurkowy
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,paszczak papuaski
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,paszczak australijski
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,paszczak cynamonowy
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,gębal uszaty
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,gębal oczkowany
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,gębal cynamonowy
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,gębal łuskowany
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,gębal cejloński
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,gębal długosterny
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,gębal krótkosterny
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,gębal krępy
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,gębal jawajski
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,gębal malajski
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,gębal palawański
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,gębal sundajski
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,sownik ozdobny
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,sownik pręgosterny
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,sownik wąsaty
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,sownik plamisty
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,sownik górski
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,sownik nowokaledoński
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,sownik jarzębaty
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,sownik prążkowany
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,sownik australijski
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,czubik koroniasty
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,czubik rudolicy
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,czubik mały
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,czubik wąsaty
